"level" "taxa" "taxashort" "hex" "R" "G" "B" "taxaSilva" "taxaSilvaCorrected"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Arsenicicoccus" "Arsenicicoccus" "#6A128D" "0.413793103448276" "0.0689655172413793" "0.551724137931034" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Arsenicicoccus" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Arsenicicoccus"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Knoellia" "Knoellia" "#E561C1" "0.896551724137931" "0.379310344827586" "0.758620689655172" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Knoellia" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Knoellia"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Kytococcus" "Kytococcus" "#EDD3FF" "0.931034482758621" "0.827586206896552" "1" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Kytococcus" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Kytococcus"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Phycicoccus" "Phycicoccus" "#9EFF9E" "0.620689655172414" "1" "0.620689655172414" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Phycicoccus" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Phycicoccus"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Serinicoccus" "Serinicoccus" "#FF4FF6" "1" "0.310344827586207" "0.96551724137931" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Serinicoccus" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Intrasporangiaceae.Serinicoccus"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__" "" "#9561FF" "0.586206896551724" "0.379310344827586" "1" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Kineosporiaceae." "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Kineosporiaceae."
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus" "Kineococcus" "#C1B961" "0.758620689655172" "0.724137931034483" "0.379310344827586" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Kineosporiaceae.Kineococcus" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Kineosporiaceae.Kineococcus"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;Other" "Microbacteriaceae;Other" "#ED2C35" "0.931034482758621" "0.172413793103448" "0.206896551724138" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Other" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Other"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__" "" "#B06A84" "0.689655172413793" "0.413793103448276" "0.517241379310345" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae." "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae."
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces" "Agromyces" "#462C58" "0.275862068965517" "0.172413793103448" "0.344827586206897" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Agromyces" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Agromyces"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola" "Cryocola" "#B98458" "0.724137931034483" "0.517241379310345" "0.344827586206897" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Cryocola" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Cryocola"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium" "Curtobacterium" "#8D09FF" "0.551724137931034" "0.0344827586206897" "1" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Curtobacterium" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Curtobacterium"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Frigoribacterium" "Frigoribacterium" "#464F00" "0.275862068965517" "0.310344827586207" "0" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Frigoribacterium" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Frigoribacterium"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter" "Leucobacter" "#DCD3B0" "0.862068965517241" "0.827586206896552" "0.689655172413793" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Leucobacter" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Leucobacter"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Salinibacterium" "Salinibacterium" "#E595FF" "0.896551724137931" "0.586206896551724" "1" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Salinibacterium" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Salinibacterium"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Yonghaparkia" "Yonghaparkia" "#000009" "0" "0" "0.0344827586206897" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Yonghaparkia" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Microbacteriaceae.Yonghaparkia"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__" "" "#613E3E" "0.379310344827586" "0.241379310344828" "0.241379310344828" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae." "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae."
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter" "Arthrobacter" "#ED0084" "0.931034482758621" "0" "0.517241379310345" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Arthrobacter" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Arthrobacter"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Kocuria" "Kocuria" "#B00095" "0.689655172413793" "0" "0.586206896551724" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Kocuria" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Kocuria"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Microbispora" "Microbispora" "#6A0000" "0.413793103448276" "0" "0" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Microbispora" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Microbispora"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus" "Micrococcus" "#B9A7FF" "0.724137931034483" "0.655172413793103" "1" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Micrococcus" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Micrococcus"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia" "Nesterenkonia" "#A795C1" "0.655172413793103" "0.586206896551724" "0.758620689655172" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Nesterenkonia" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Nesterenkonia"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Renibacterium" "Renibacterium" "#842C4F" "0.517241379310345" "0.172413793103448" "0.310344827586207" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Renibacterium" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Renibacterium"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia" "Rothia" "#727B72" "0.448275862068966" "0.482758620689655" "0.448275862068966" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Rothia" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micrococcaceae.Rothia"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;Other" "Micromonosporaceae;Other" "#DC4600" "0.862068965517241" "0.275862068965517" "0" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micromonosporaceae.Other" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micromonosporaceae.Other"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__" "" "#093500" "0.0344827586206897" "0.206896551724138" "0" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micromonosporaceae." "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micromonosporaceae."
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Actinoplanes" "Actinoplanes" "#95CA7B" "0.586206896551724" "0.793103448275862" "0.482758620689655" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micromonosporaceae.Actinoplanes" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micromonosporaceae.Actinoplanes"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Pilimelia" "Pilimelia" "#0012D3" "0" "0.0689655172413793" "0.827586206896552" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micromonosporaceae.Pilimelia" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Micromonosporaceae.Pilimelia"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium" "Mycobacterium" "#B9EDFF" "0.724137931034483" "0.931034482758621" "1" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Mycobacteriaceae.Mycobacterium" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Mycobacteriaceae.Mycobacterium"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae;g__" "" "#583E95" "0.344827586206897" "0.241379310344828" "0.586206896551724" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nakamurellaceae." "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nakamurellaceae."
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus" "Rhodococcus" "#468446" "0.275862068965517" "0.517241379310345" "0.275862068965517" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardiaceae.Rhodococcus" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardiaceae.Rhodococcus"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;Other" "Nocardioidaceae;Other" "#B0FF4F" "0.689655172413793" "1" "0.310344827586207" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardioidaceae.Other" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardioidaceae.Other"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__" "" "#46CA58" "0.275862068965517" "0.793103448275862" "0.344827586206897" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardioidaceae." "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardioidaceae."
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Aeromicrobium" "Aeromicrobium" "#E5586A" "0.896551724137931" "0.344827586206897" "0.413793103448276" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardioidaceae.Aeromicrobium" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardioidaceae.Aeromicrobium"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides" "Nocardioides" "#ED8D46" "0.931034482758621" "0.551724137931034" "0.275862068965517" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardioidaceae.Nocardioides" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardioidaceae.Nocardioides"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;g__Prauseria" "Prauseria" "#7B4F12" "0.482758620689655" "0.310344827586207" "0.0689655172413793" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardiopsaceae.Prauseria" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Nocardiopsaceae.Prauseria"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Cellulosimicrobium" "Cellulosimicrobium" "#6172CA" "0.379310344827586" "0.448275862068966" "0.793103448275862" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Promicromonosporaceae.Cellulosimicrobium" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Promicromonosporaceae.Cellulosimicrobium"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Promicromonospora" "Promicromonospora" "#00FFED" "0" "1" "0.931034482758621" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Promicromonosporaceae.Promicromonospora" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Promicromonosporaceae.Promicromonospora"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Xylanimicrobium" "Xylanimicrobium" "#4F9584" "0.310344827586207" "0.586206896551724" "0.517241379310345" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Promicromonosporaceae.Xylanimicrobium" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Promicromonosporaceae.Xylanimicrobium"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium" "Propionibacterium" "#B900CA" "0.724137931034483" "0" "0.793103448275862" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Propionibacteriaceae.Propionibacterium" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Propionibacteriaceae.Propionibacterium"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;Other" "Pseudonocardiaceae;Other" "#FFDC72" "1" "0.862068965517241" "0.448275862068966" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Pseudonocardiaceae.Other" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Pseudonocardiaceae.Other"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Actinomycetospora" "Actinomycetospora" "#1223B9" "0.0689655172413793" "0.137931034482759" "0.724137931034483" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Pseudonocardiaceae.Actinomycetospora" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Pseudonocardiaceae.Actinomycetospora"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Pseudonocardia" "Pseudonocardia" "#A7006A" "0.655172413793103" "0" "0.413793103448276" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Pseudonocardiaceae.Pseudonocardia" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Pseudonocardiaceae.Pseudonocardia"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Saccharopolyspora" "Saccharopolyspora" "#9E726A" "0.620689655172414" "0.448275862068966" "0.413793103448276" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Pseudonocardiaceae.Saccharopolyspora" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Pseudonocardiaceae.Saccharopolyspora"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__" "" "#1AB9CA" "0.103448275862069" "0.724137931034483" "0.793103448275862" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Sporichthyaceae." "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Sporichthyaceae."
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__" "" "#002C23" "0" "0.172413793103448" "0.137931034482759" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Streptomycetaceae." "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Streptomycetaceae."
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces" "Streptomyces" "#958D4F" "0.586206896551724" "0.551724137931034" "0.310344827586207" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Streptomycetaceae.Streptomyces" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Streptomycetaceae.Streptomyces"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;Other" "Thermomonosporaceae;Other" "#B0D309" "0.689655172413793" "0.827586206896552" "0.0344827586206897" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Thermomonosporaceae.Other" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Thermomonosporaceae.Other"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinomadura" "Actinomadura" "#B94635" "0.724137931034483" "0.275862068965517" "0.206896551724138" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Thermomonosporaceae.Actinomadura" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Thermomonosporaceae.Actinomadura"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Yaniellaceae;g__Yaniella" "Yaniella" "#0072FF" "0" "0.448275862068966" "1" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Yaniellaceae.Yaniella" "Bacteria.Actinobacteria.Actinobacteria.Actinomycetales.Yaniellaceae.Yaniella"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;Other" "Bifidobacteriaceae;Other" "#FFF600" "1" "0.96551724137931" "0" "Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Other" "Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Other"
"6" "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium" "Bifidobacterium" "#61A7CA" "0.379310344827586" "0.655172413793103" "0.793103448275862" "Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Bifidobacterium" "Bacteria.Actinobacteria.Actinobacteria.Bifidobacteriales.Bifidobacteriaceae.Bifidobacterium"
"6" "k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__" "" "#58D39E" "0.344827586206897" "0.827586206896552" "0.620689655172414" "Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae." "Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae."
"6" "k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia" "Adlercreutzia" "#7246C1" "0.448275862068966" "0.275862068965517" "0.758620689655172" "Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Adlercreutzia" "Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Adlercreutzia"
"6" "k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella" "Collinsella" "#8DCAB9" "0.551724137931034" "0.793103448275862" "0.724137931034483" "Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella" "Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella"
"6" "k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella" "Eggerthella" "#123561" "0.0689655172413793" "0.206896551724138" "0.379310344827586" "Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Eggerthella" "Bacteria.Actinobacteria.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Eggerthella"
"6" "k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__" "" "#84FF00" "0.517241379310345" "1" "0" "Bacteria.Actinobacteria.MB-A2-108..." "Bacteria.Actinobacteria.MB-A2-108..."
"6" "k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__" "" "#466A7B" "0.275862068965517" "0.413793103448276" "0.482758620689655" "Bacteria.Actinobacteria.MB-A2-108.0319-7L14.." "Bacteria.Actinobacteria.MB-A2-108.0319-7L14.."
"6" "k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__Euzebya" "Euzebya" "#002384" "0" "0.137931034482759" "0.517241379310345" "Bacteria.Actinobacteria.Nitriliruptoria.Euzebyales.Euzebyaceae.Euzebya" "Bacteria.Actinobacteria.Nitriliruptoria.Euzebyales.Euzebyaceae.Euzebya"
"6" "k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor" "Nitriliruptor" "#46003E" "0.275862068965517" "0" "0.241379310344828" "Bacteria.Actinobacteria.Nitriliruptoria.Nitriliruptorales.Nitriliruptoraceae.Nitriliruptor" "Bacteria.Actinobacteria.Nitriliruptoria.Nitriliruptorales.Nitriliruptoraceae.Nitriliruptor"
"6" "k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter" "Rubrobacter" "#B04F95" "0.689655172413793" "0.310344827586207" "0.586206896551724" "Bacteria.Actinobacteria.Rubrobacteria.Rubrobacterales.Rubrobacteraceae.Rubrobacter" "Bacteria.Actinobacteria.Rubrobacteria.Rubrobacterales.Rubrobacteraceae.Rubrobacter"
"6" "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__AK1AB1_02E;g__" "" "#C14FFF" "0.758620689655172" "0.310344827586207" "1" "Bacteria.Actinobacteria.Thermoleophilia.Gaiellales.AK1AB1_02E." "Bacteria.Actinobacteria.Thermoleophilia.Gaiellales.AK1AB1_02E."
"6" "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__" "" "#D3FF8D" "0.827586206896552" "1" "0.551724137931034" "Bacteria.Actinobacteria.Thermoleophilia.Gaiellales.Gaiellaceae." "Bacteria.Actinobacteria.Thermoleophilia.Gaiellales.Gaiellaceae."
"6" "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__" "" "#091A58" "0.0344827586206897" "0.103448275862069" "0.344827586206897" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.." "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.."
"6" "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__" "" "#3E463E" "0.241379310344828" "0.275862068965517" "0.241379310344828" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Conexibacteraceae." "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Conexibacteraceae."
"6" "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter" "Conexibacter" "#615895" "0.379310344827586" "0.344827586206897" "0.586206896551724" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Conexibacteraceae.Conexibacter" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Conexibacteraceae.Conexibacter"
"6" "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__" "" "#F6A78D" "0.96551724137931" "0.655172413793103" "0.551724137931034" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Patulibacteraceae." "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Patulibacteraceae."
"6" "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__" "" "#F67BFF" "0.96551724137931" "0.482758620689655" "1" "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Solirubrobacteraceae." "Bacteria.Actinobacteria.Thermoleophilia.Solirubrobacterales.Solirubrobacteraceae."
"6" "k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__" "" "#E5FFDC" "0.896551724137931" "1" "0.862068965517241" "Bacteria.Armatimonadetes.Armatimonadia.Armatimonadales.Armatimonadaceae." "Bacteria.Armatimonadetes.Armatimonadia.Armatimonadales.Armatimonadaceae."
"6" "k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__" "" "#FFB0CA" "1" "0.689655172413793" "0.793103448275862" "Bacteria.Armatimonadetes.Chthonomonadetes.Chthonomonadales.Chthonomonadaceae." "Bacteria.Armatimonadetes.Chthonomonadetes.Chthonomonadales.Chthonomonadaceae."
"6" "k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas" "Chthonomonas" "#7B4672" "0.482758620689655" "0.275862068965517" "0.448275862068966" "Bacteria.Armatimonadetes.Chthonomonadetes.Chthonomonadales.Chthonomonadaceae.Chthonomonas" "Bacteria.Armatimonadetes.Chthonomonadetes.Chthonomonadales.Chthonomonadaceae.Chthonomonas"
