"level" "taxa" "taxashort" "hex" "R" "G" "B"
4 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales" "Burkholderiales" "#A7006A" 0.655172413793103 0 0.413793103448276
4 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067" "Ellin6067" "#9E726A" 0.620689655172414 0.448275862068966 0.413793103448276
4 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Gallionellales" "Gallionellales" "#1AB9CA" 0.103448275862069 0.724137931034483 0.793103448275862
4 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__IS-44" "IS-44" "#002C23" 0 0.172413793103448 0.137931034482759
4 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1" "MND1" "#958D4F" 0.586206896551724 0.551724137931034 0.310344827586207
4 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales" "Methylophilales" "#B0D309" 0.689655172413793 0.827586206896552 0.0344827586206897
4 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales" "Neisseriales" "#B94635" 0.724137931034483 0.275862068965517 0.206896551724138
4 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales" "Rhodocyclales" "#0072FF" 0 0.448275862068966 1
4 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84" "SC-I-84" "#FFF600" 1 0.96551724137931 0
4 "k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Thiobacterales" "Thiobacterales" "#61A7CA" 0.379310344827586 0.655172413793103 0.793103448275862
4 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__" "" "#58D39E" 0.344827586206897 0.827586206896552 0.620689655172414
4 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales" "Bdellovibrionales" "#7246C1" 0.448275862068966 0.275862068965517 0.758620689655172
4 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales" "Desulfovibrionales" "#8DCAB9" 0.551724137931034 0.793103448275862 0.724137931034483
4 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46" "MIZ46" "#123561" 0.0689655172413793 0.206896551724138 0.379310344827586
4 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales" "Myxococcales" "#84FF00" 0.517241379310345 1 0
4 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales" "Spirobacillales" "#466A7B" 0.275862068965517 0.413793103448276 0.482758620689655
4 "k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales" "Syntrophobacterales" "#002384" 0 0.137931034482759 0.517241379310345
4 "k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales" "Campylobacterales" "#46003E" 0.275862068965517 0 0.241379310344828
4 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales" "Aeromonadales" "#B04F95" 0.689655172413793 0.310344827586207 0.586206896551724
4 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales" "Alteromonadales" "#C14FFF" 0.758620689655172 0.310344827586207 1
4 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales" "Chromatiales" "#D3FF8D" 0.827586206896552 1 0.551724137931034
4 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales" "Enterobacteriales" "#091A58" 0.0344827586206897 0.103448275862069 0.344827586206897
4 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales" "Legionellales" "#3E463E" 0.241379310344828 0.275862068965517 0.241379310344828
4 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales" "Oceanospirillales" "#615895" 0.379310344827586 0.344827586206897 0.586206896551724
4 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales" "Pasteurellales" "#F6A78D" 0.96551724137931 0.655172413793103 0.551724137931034
4 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales" "Pseudomonadales" "#F67BFF" 0.96551724137931 0.482758620689655 1
4 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales" "Salinisphaerales" "#E5FFDC" 0.896551724137931 1 0.862068965517241
4 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales" "Vibrionales" "#FFB0CA" 1 0.689655172413793 0.793103448275862
4 "k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales" "Xanthomonadales" "#7B4672" 0.482758620689655 0.275862068965517 0.448275862068966
4 "k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales" "Spirochaetales" "#B97BFF" 0.724137931034483 0.482758620689655 1
4 "k__Bacteria;p__TM6;c__SJA-4;o__" "" "#619E00" 0.379310344827586 0.620689655172414 0
4 "k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales" "Acholeplasmatales" "#FFB000" 1 0.689655172413793 0
4 "k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales" "Anaeroplasmatales" "#2C1209" 0.172413793103448 0.0689655172413793 0.0344827586206897
4 "k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39" "RF39" "#58FF4F" 0.344827586206897 1 0.310344827586207
4 "k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28" "ML615J-28" "#D3CAD3" 0.827586206896552 0.793103448275862 0.827586206896552
4 "k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales" "Opitutales" "#B07B12" 0.689655172413793 0.482758620689655 0.0689655172413793
4 "k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales]" "[Cerasicoccales]" "#843509" 0.517241379310345 0.206896551724138 0.0344827586206897
4 "k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__WCHB1-41" "WCHB1-41" "#2C8423" 0.172413793103448 0.517241379310345 0.137931034482759
4 "k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales" "Verrucomicrobiales" "#6A1223" 0.413793103448276 0.0689655172413793 0.137931034482759
4 "k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales]" "[Pedosphaerales]" "#723EFF" 0.448275862068966 0.241379310344828 1
4 "k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales]" "[Chthoniobacterales]" "#2C2335" 0.172413793103448 0.137931034482759 0.206896551724138
4 "k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales" "Deinococcales" "#46B0F6" 0.275862068965517 0.689655172413793 0.96551724137931
4 "k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales" "Thermales" "#35E58D" 0.206896551724138 0.896551724137931 0.551724137931034
5 "Unassigned;Other;Other;Other;Other" "Unassigned;Other;Other;Other;Other" "#000000" 0 0 0
5 "k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae" "Nitrososphaeraceae" "#FF0000" 1 0 0
5 "k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae" "Halobacteriaceae" "#00FF00" 0 1 0
5 "k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae" "Methanobacteriaceae" "#00002C" 0 0 0.172413793103448
5 "k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae]" "[Methanomassiliicoccaceae]" "#FF1AB9" 1 0.103448275862069 0.724137931034483
5 "k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21;f__" "" "#FFD300" 1 0.827586206896552 0
5 "k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__" "" "#005800" 0 0.344827586206897 0
5 "k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__mb2424" "mb2424" "#8484FF" 0.517241379310345 0.517241379310345 1
5 "k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae" "Acidobacteriaceae" "#9E4F46" 0.620689655172414 0.310344827586207 0.275862068965517
5 "k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__" "" "#00FFC1" 0 1 0.758620689655172
5 "k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae" "Solibacteraceae" "#008495" 0 0.517241379310345 0.586206896551724
5 "k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__" "" "#00007B" 0 0 0.482758620689655
5 "k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__11-24;f__" "" "#95D34F" 0.586206896551724 0.827586206896552 0.310344827586207
5 "k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100;f__" "" "#F69EDC" 0.96551724137931 0.620689655172414 0.862068965517241
5 "k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075" "Ellin6075" "#D312FF" 0.827586206896552 0.0689655172413793 1
5 "k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18;f__" "" "#7B1A6A" 0.482758620689655 0.103448275862069 0.413793103448276
5 "k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__" "" "#F61261" 0.96551724137931 0.0689655172413793 0.379310344827586
5 "k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111" "C111" "#FFC184" 1 0.758620689655172 0.517241379310345
5 "k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae" "Iamiaceae" "#232309" 0.137931034482759 0.137931034482759 0.0344827586206897
5 "k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae" "Microthrixaceae" "#8DA77B" 0.551724137931034 0.655172413793103 0.482758620689655
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other" "Actinomycetales;Other" "#F68409" 0.96551724137931 0.517241379310345 0.0344827586206897
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__" "" "#847200" 0.517241379310345 0.448275862068966 0
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__ACK-M1" "ACK-M1" "#72F6FF" 0.448275862068966 0.96551724137931 1
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae" "Actinomycetaceae" "#9EC1FF" 0.620689655172414 0.758620689655172 1
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae" "Beutenbergiaceae" "#72617B" 0.448275862068966 0.379310344827586 0.482758620689655
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bogoriellaceae" "Bogoriellaceae" "#9E0000" 0.620689655172414 0 0
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae" "Brevibacteriaceae" "#004FFF" 0 0.310344827586207 1
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae" "Cellulomonadaceae" "#004695" 0 0.275862068965517 0.586206896551724
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae" "Corynebacteriaceae" "#0A0A0A" 0.0384615384615385 0.0384615384615385 0.0384615384615385
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae" "Dermabacteraceae" "#B94FD3" 0.724137931034483 0.310344827586207 0.827586206896552
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae" "Dermacoccaceae" "#3E001A" 0.241379310344828 0 0.103448275862069
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae" "Dermatophilaceae" "#EDFFB0" 0.931034482758621 1 0.689655172413793
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae" "Dietziaceae" "#FF7B61" 1 0.482758620689655 0.379310344827586
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae" "Frankiaceae" "#46FF7B" 0.275862068965517 1 0.482758620689655
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae" "Geodermatophilaceae" "#12A761" 0.0689655172413793 0.655172413793103 0.379310344827586
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Glycomycetaceae" "Glycomycetaceae" "#D3A7A7" 0.827586206896552 0.655172413793103 0.655172413793103
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae" "Gordoniaceae" "#D34F84" 0.827586206896552 0.310344827586207 0.517241379310345
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae" "Intrasporangiaceae" "#6A00C1" 0.413793103448276 0 0.758620689655172
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae" "Kineosporiaceae" "#2C6146" 0.172413793103448 0.379310344827586 0.275862068965517
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae" "Microbacteriaceae" "#0095F6" 0 0.586206896551724 0.96551724137931
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae" "Micrococcaceae" "#093E4F" 0.0344827586206897 0.241379310344828 0.310344827586207
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae" "Micromonosporaceae" "#A75809" 0.655172413793103 0.344827586206897 0.0344827586206897
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae" "Mycobacteriaceae" "#72613E" 0.448275862068966 0.379310344827586 0.241379310344828
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae" "Nakamurellaceae" "#099500" 0.0344827586206897 0.586206896551724 0
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae" "Nocardiaceae" "#9E6AB9" 0.620689655172414 0.413793103448276 0.724137931034483
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae" "Nocardioidaceae" "#FFFF72" 1 1 0.448275862068966
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae" "Nocardiopsaceae" "#A7F6CA" 0.655172413793103 0.96551724137931 0.793103448275862
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae" "Promicromonosporaceae" "#95B0B9" 0.586206896551724 0.689655172413793 0.724137931034483
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae" "Propionibacteriaceae" "#B0B009" 0.689655172413793 0.689655172413793 0.0344827586206897
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae" "Pseudonocardiaceae" "#2C004F" 0.172413793103448 0 0.310344827586207
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae" "Sporichthyaceae" "#00CAFF" 0 0.793103448275862 1
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae" "Streptomycetaceae" "#4F2300" 0.310344827586207 0.137931034482759 0
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae" "Thermomonosporaceae" "#00B9A7" 0 0.724137931034483 0.655172413793103
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Yaniellaceae" "Yaniellaceae" "#9E0035" 0.620689655172414 0 0.206896551724138
5 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae" "Bifidobacteriaceae" "#4F7BB0" 0.310344827586207 0.482758620689655 0.689655172413793
5 "k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae" "Coriobacteriaceae" "#141414" 0.0769230769230769 0.0769230769230769 0.0769230769230769
5 "k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__" "" "#58D300" 0.344827586206897 0.827586206896552 0
5 "k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__" "" "#729535" 0.448275862068966 0.586206896551724 0.206896551724138
5 "k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae" "Euzebyaceae" "#E5A735" 0.896551724137931 0.655172413793103 0.206896551724138
5 "k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Nitriliruptorales;f__Nitriliruptoraceae" "Nitriliruptoraceae" "#F68D95" 0.96551724137931 0.551724137931034 0.586206896551724
5 "k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae" "Rubrobacteraceae" "#6A128D" 0.413793103448276 0.0689655172413793 0.551724137931034
5 "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__AK1AB1_02E" "AK1AB1_02E" "#E561C1" 0.896551724137931 0.379310344827586 0.758620689655172
5 "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae" "Gaiellaceae" "#EDD3FF" 0.931034482758621 0.827586206896552 1
5 "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__" "" "#9EFF9E" 0.620689655172414 1 0.620689655172414
5 "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae" "Conexibacteraceae" "#FF4FF6" 1 0.310344827586207 0.96551724137931
5 "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae" "Patulibacteraceae" "#9561FF" 0.586206896551724 0.379310344827586 1
5 "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae" "Solirubrobacteraceae" "#C1B961" 0.758620689655172 0.724137931034483 0.379310344827586
5 "k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae" "Armatimonadaceae" "#ED2C35" 0.931034482758621 0.172413793103448 0.206896551724138
5 "k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae" "Chthonomonadaceae" "#B06A84" 0.689655172413793 0.413793103448276 0.517241379310345
5 "k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae]" "[Fimbriimonadaceae]" "#462C58" 0.275862068965517 0.172413793103448 0.344827586206897
5 "k__Bacteria;p__BRC1;c__PRR-11;o__;f__" "" "#B98458" 0.724137931034483 0.517241379310345 0.344827586206897
5 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other" "Bacteroidales;Other" "#8D09FF" 0.551724137931034 0.0344827586206897 1
5 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__" "" "#464F00" 0.275862068965517 0.310344827586207 0
5 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae" "Bacteroidaceae" "#FFA849" 1 0.658823529411765 0.286274509803922
5 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae" "Marinilabiaceae" "#E595FF" 0.896551724137931 0.586206896551724 1
5 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae" "Porphyromonadaceae" "#28CCF1" 0.156862745098039 0.8 0.945098039215686
5 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae" "Prevotellaceae" "#AD0505" 0.6784 0.02 0.02
5 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae" "Rikenellaceae" "#E7298A" 0.905882352941176 0.16078431372549 0.541176470588235
5 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7" "S24-7" "#AE4DA8" 0.682352941176471 0.301960784313725 0.658823529411765
5 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]" "[Barnesiellaceae]" "#6A0000" 0.413793103448276 0 0
5 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]" "[Odoribacteraceae]" "#333399" 0.2 0.2 0.6
5 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]" "[Paraprevotellaceae]" "#A795C1" 0.655172413793103 0.586206896551724 0.758620689655172
5 "k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__" "" "#842C4F" 0.517241379310345 0.172413793103448 0.310344827586207
5 "k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae" "Cyclobacteriaceae" "#727B72" 0.448275862068966 0.482758620689655 0.448275862068966
5 "k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae" "Cytophagaceae" "#DC4600" 0.862068965517241 0.275862068965517 0
5 "k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae" "Flammeovirgaceae" "#093500" 0.0344827586206897 0.206896551724138 0
5 "k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae" "Cryomorphaceae" "#95CA7B" 0.586206896551724 0.793103448275862 0.482758620689655
5 "k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae" "Flavobacteriaceae" "#0012D3" 0 0.0689655172413793 0.827586206896552
5 "k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]" "[Weeksellaceae]" "#B9EDFF" 0.724137931034483 0.931034482758621 1
5 "k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__" "" "#583E95" 0.344827586206897 0.241379310344828 0.586206896551724
5 "k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae" "Sphingobacteriaceae" "#468446" 0.275862068965517 0.517241379310345 0.275862068965517
5 "k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae" "Rhodothermaceae" "#B0FF4F" 0.689655172413793 1 0.310344827586207
5 "k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__[Balneolaceae]" "[Balneolaceae]" "#46CA58" 0.275862068965517 0.793103448275862 0.344827586206897
5 "k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae" "Chitinophagaceae" "#E5586A" 0.896551724137931 0.344827586206897 0.413793103448276
5 "k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae" "Saprospiraceae" "#ED8D46" 0.931034482758621 0.551724137931034 0.275862068965517
5 "k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__" "" "#7B4F12" 0.482758620689655 0.310344827586207 0.0689655172413793
5 "k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae" "Parachlamydiaceae" "#6172CA" 0.379310344827586 0.448275862068966 0.793103448275862
5 "k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae" "Anaerolinaceae" "#00FFED" 0 1 0.931034482758621
5 "k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales;f__Ardenscatenaceae" "Ardenscatenaceae" "#4F9584" 0.310344827586207 0.586206896551724 0.517241379310345
5 "k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae" "Caldilineaceae" "#B900CA" 0.724137931034483 0 0.793103448275862
5 "k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__DRC31;f__" "" "#FFDC72" 1 0.862068965517241 0.448275862068966
5 "k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__" "" "#1223B9" 0.0689655172413793 0.137931034482759 0.724137931034483
5 "k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b" "A4b" "#A7006A" 0.655172413793103 0 0.413793103448276
5 "k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__AKIW781;f__" "" "#9E726A" 0.620689655172414 0.448275862068966 0.413793103448276
5 "k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;Other" "Chloroflexales;Other" "#1AB9CA" 0.103448275862069 0.724137931034483 0.793103448275862
5 "k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Chloroflexales;f__Chloroflexaceae" "Chloroflexaceae" "#002C23" 0 0.172413793103448 0.137931034482759
5 "k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__" "" "#958D4F" 0.586206896551724 0.551724137931034 0.310344827586207
5 "k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__" "" "#B0D309" 0.689655172413793 0.827586206896552 0.0344827586206897
5 "k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__" "" "#B94635" 0.724137931034483 0.275862068965517 0.206896551724138
5 "k__Bacteria;p__Chloroflexi;c__S085;o__;f__" "" "#0072FF" 0 0.448275862068966 1
5 "k__Bacteria;p__Chloroflexi;c__TK10;Other;Other" "TK10;Other;Other" "#FFF600" 1 0.96551724137931 0
5 "k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__;f__" "" "#61A7CA" 0.379310344827586 0.655172413793103 0.793103448275862
5 "k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__" "" "#58D39E" 0.344827586206897 0.827586206896552 0.620689655172414
5 "k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__" "" "#7246C1" 0.448275862068966 0.275862068965517 0.758620689655172
5 "k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__" "" "#8DCAB9" 0.551724137931034 0.793103448275862 0.724137931034483
5 "k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__" "" "#E7C947" 0.9059 0.7882 0.2784
5 "k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__;f__" "" "#84FF00" 0.517241379310345 1 0
5 "k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__CAB-I;f__" "" "#466A7B" 0.275862068965517 0.413793103448276 0.482758620689655
5 "k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__" "" "#002384" 0 0.137931034482759 0.517241379310345
5 "k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Chlamydomonadaceae" "Chlamydomonadaceae" "#46003E" 0.275862068965517 0 0.241379310344828
5 "k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__" "" "#B04F95" 0.689655172413793 0.310344827586207 0.586206896551724
