"level" "taxa" "taxashort" "hex" "R" "G" "B"
5 "k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae" "Opitutaceae" "#F6F6C1" 0.96551724137931 0.96551724137931 0.758620689655172
5 "k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales];f__[Cerasicoccaceae]" "[Cerasicoccaceae]" "#E561FF" 0.896551724137931 0.379310344827586 1
5 "k__Bacteria;p__Verrucomicrobia;c__Verruco-5;o__WCHB1-41;f__RFP12" "RFP12" "#D38D9E" 0.827586206896552 0.551724137931034 0.620689655172414
5 "k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae" "Verrucomicrobiaceae" "#1B9E77" 0.105882352941176 0.619607843137255 0.466666666666667
5 "k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__" "" "#8DA761" 0.551724137931034 0.655172413793103 0.379310344827586
5 "k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae]" "[Chthoniobacteraceae]" "#95B0D3" 0.586206896551724 0.689655172413793 0.827586206896552
5 "k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae" "Deinococcaceae" "#1A2323" 0.103448275862069 0.137931034482759 0.137931034482759
5 "k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Trueperaceae" "Trueperaceae" "#FFB0B0" 1 0.689655172413793 0.689655172413793
5 "k__Bacteria;p__[Thermi];c__Deinococci;o__Thermales;f__Thermaceae" "Thermaceae" "#840084" 0.517241379310345 0 0.517241379310345
6 "Unassigned;Other;Other;Other;Other;Other" "Unassigned;Other;Other;Other;Other;Other" "#0000FF" 0 0 1
6 "k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus Nitrososphaera" "Candidatus Nitrososphaera" "#FF0000" 1 0 0
6 "k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halococcus" "Halococcus" "#00FF00" 0 1 0
6 "k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorhabdus" "Halorhabdus" "#00002C" 0 0 0.172413793103448
6 "k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Natronomonas" "Natronomonas" "#FF1AB9" 1 0.103448275862069 0.724137931034483
6 "k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter" "Methanobrevibacter" "#FFD300" 1 0.827586206896552 0
6 "k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__vadinCA11" "vadinCA11" "#005800" 0 0.344827586206897 0
6 "k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21;f__;g__" "" "#8484FF" 0.517241379310345 0.517241379310345 1
6 "k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__" "" "#9E4F46" 0.620689655172414 0.310344827586207 0.275862068965517
6 "k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__mb2424;g__" "" "#00FFC1" 0 1 0.758620689655172
6 "k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__" "" "#008495" 0 0.517241379310345 0.586206896551724
6 "k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus" "Terriglobus" "#00007B" 0 0 0.482758620689655
6 "k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__;g__" "" "#95D34F" 0.586206896551724 0.827586206896552 0.310344827586207
6 "k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter" "Candidatus Solibacter" "#F69EDC" 0.96551724137931 0.620689655172414 0.862068965517241
6 "k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__;g__" "" "#D312FF" 0.827586206896552 0.0689655172413793 1
6 "k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__11-24;f__;g__" "" "#7B1A6A" 0.482758620689655 0.103448275862069 0.413793103448276
6 "k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100;f__;g__" "" "#F61261" 0.96551724137931 0.0689655172413793 0.379310344827586
6 "k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075;g__" "" "#FFC184" 1 0.758620689655172 0.517241379310345
6 "k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18;f__;g__" "" "#232309" 0.137931034482759 0.137931034482759 0.0344827586206897
6 "k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__" "" "#8DA77B" 0.551724137931034 0.655172413793103 0.482758620689655
6 "k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;g__" "" "#F68409" 0.96551724137931 0.517241379310345 0.0344827586206897
6 "k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__" "" "#847200" 0.517241379310345 0.448275862068966 0
6 "k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae;g__" "" "#72F6FF" 0.448275862068966 0.96551724137931 1
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other;Other" "Actinomycetales;Other;Other" "#9EC1FF" 0.620689655172414 0.758620689655172 1
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__" "" "#72617B" 0.448275862068966 0.379310344827586 0.482758620689655
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__ACK-M1;g__" "" "#9E0000" 0.620689655172414 0 0
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__" "" "#004FFF" 0 0.310344827586207 1
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum" "Actinobaculum" "#004695" 0 0.275862068965517 0.586206896551724
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces" "Actinomyces" "#D3FF00" 0.827586206896552 1 0
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus" "Mobiluncus" "#B94FD3" 0.724137931034483 0.310344827586207 0.827586206896552
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__N09" "N09" "#3E001A" 0.241379310344828 0 0.103448275862069
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella" "Trueperella" "#EDFFB0" 0.931034482758621 1 0.689655172413793
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum" "Varibaculum" "#FF7B61" 1 0.482758620689655 0.379310344827586
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae;Other" "Beutenbergiaceae;Other" "#46FF7B" 0.275862068965517 1 0.482758620689655
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae;g__Salana" "Salana" "#12A761" 0.0689655172413793 0.655172413793103 0.379310344827586
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bogoriellaceae;g__Georgenia" "Georgenia" "#D3A7A7" 0.827586206896552 0.655172413793103 0.655172413793103
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium" "Brevibacterium" "#D34F84" 0.827586206896552 0.310344827586207 0.517241379310345
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;Other" "Cellulomonadaceae;Other" "#6A00C1" 0.413793103448276 0 0.758620689655172
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Actinotalea" "Actinotalea" "#2C6146" 0.172413793103448 0.379310344827586 0.275862068965517
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas" "Cellulomonas" "#0095F6" 0 0.586206896551724 0.96551724137931
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Demequina" "Demequina" "#093E4F" 0.0344827586206897 0.241379310344828 0.310344827586207
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Oerskovia" "Oerskovia" "#A75809" 0.655172413793103 0.344827586206897 0.0344827586206897
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium" "Corynebacterium" "#72613E" 0.448275862068966 0.379310344827586 0.241379310344828
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;Other" "Dermabacteraceae;Other" "#099500" 0.0344827586206897 0.586206896551724 0
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__" "" "#9E6AB9" 0.620689655172414 0.413793103448276 0.724137931034483
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium" "Brachybacterium" "#FFFF72" 1 1 0.448275862068966
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae;g__Dermacoccus" "Dermacoccus" "#A7F6CA" 0.655172413793103 0.96551724137931 0.793103448275862
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;Other" "Dermatophilaceae;Other" "#95B0B9" 0.586206896551724 0.689655172413793 0.724137931034483
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;g__Dermatophilus" "Dermatophilus" "#B0B009" 0.689655172413793 0.689655172413793 0.0344827586206897
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae;Other" "Dietziaceae;Other" "#2C004F" 0.172413793103448 0 0.310344827586207
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae;g__Dietzia" "Dietzia" "#00CAFF" 0 0.793103448275862 1
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae;g__" "" "#4F2300" 0.310344827586207 0.137931034482759 0
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;Other" "Geodermatophilaceae;Other" "#00B9A7" 0 0.724137931034483 0.655172413793103
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__" "" "#9E0035" 0.620689655172414 0 0.206896551724138
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Geodermatophilus" "Geodermatophilus" "#4F7BB0" 0.310344827586207 0.482758620689655 0.689655172413793
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__Modestobacter" "Modestobacter" "#1A46C1" 0.103448275862069 0.275862068965517 0.758620689655172
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Glycomycetaceae;g__Glycomyces" "Glycomyces" "#58D300" 0.344827586206897 0.827586206896552 0
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae;g__Gordonia" "Gordonia" "#729535" 0.448275862068966 0.586206896551724 0.206896551724138
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;Other" "Intrasporangiaceae;Other" "#E5A735" 0.896551724137931 0.655172413793103 0.206896551724138
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__" "" "#F68D95" 0.96551724137931 0.551724137931034 0.586206896551724
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Arsenicicoccus" "Arsenicicoccus" "#6A128D" 0.413793103448276 0.0689655172413793 0.551724137931034
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Knoellia" "Knoellia" "#E561C1" 0.896551724137931 0.379310344827586 0.758620689655172
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Kytococcus" "Kytococcus" "#EDD3FF" 0.931034482758621 0.827586206896552 1
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Phycicoccus" "Phycicoccus" "#9EFF9E" 0.620689655172414 1 0.620689655172414
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__Serinicoccus" "Serinicoccus" "#FF4FF6" 1 0.310344827586207 0.96551724137931
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__" "" "#9561FF" 0.586206896551724 0.379310344827586 1
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus" "Kineococcus" "#C1B961" 0.758620689655172 0.724137931034483 0.379310344827586
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;Other" "Microbacteriaceae;Other" "#ED2C35" 0.931034482758621 0.172413793103448 0.206896551724138
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__" "" "#B06A84" 0.689655172413793 0.413793103448276 0.517241379310345
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces" "Agromyces" "#462C58" 0.275862068965517 0.172413793103448 0.344827586206897
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola" "Cryocola" "#B98458" 0.724137931034483 0.517241379310345 0.344827586206897
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium" "Curtobacterium" "#8D09FF" 0.551724137931034 0.0344827586206897 1
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Frigoribacterium" "Frigoribacterium" "#464F00" 0.275862068965517 0.310344827586207 0
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter" "Leucobacter" "#DCD3B0" 0.862068965517241 0.827586206896552 0.689655172413793
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Salinibacterium" "Salinibacterium" "#E595FF" 0.896551724137931 0.586206896551724 1
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Yonghaparkia" "Yonghaparkia" "#000009" 0 0 0.0344827586206897
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__" "" "#613E3E" 0.379310344827586 0.241379310344828 0.241379310344828
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter" "Arthrobacter" "#ED0084" 0.931034482758621 0 0.517241379310345
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Kocuria" "Kocuria" "#B00095" 0.689655172413793 0 0.586206896551724
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Microbispora" "Microbispora" "#6A0000" 0.413793103448276 0 0
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus" "Micrococcus" "#B9A7FF" 0.724137931034483 0.655172413793103 1
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Nesterenkonia" "Nesterenkonia" "#A795C1" 0.655172413793103 0.586206896551724 0.758620689655172
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Renibacterium" "Renibacterium" "#842C4F" 0.517241379310345 0.172413793103448 0.310344827586207
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia" "Rothia" "#727B72" 0.448275862068966 0.482758620689655 0.448275862068966
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;Other" "Micromonosporaceae;Other" "#DC4600" 0.862068965517241 0.275862068965517 0
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__" "" "#093500" 0.0344827586206897 0.206896551724138 0
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Actinoplanes" "Actinoplanes" "#95CA7B" 0.586206896551724 0.793103448275862 0.482758620689655
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae;g__Pilimelia" "Pilimelia" "#0012D3" 0 0.0689655172413793 0.827586206896552
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium" "Mycobacterium" "#B9EDFF" 0.724137931034483 0.931034482758621 1
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae;g__" "" "#583E95" 0.344827586206897 0.241379310344828 0.586206896551724
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus" "Rhodococcus" "#468446" 0.275862068965517 0.517241379310345 0.275862068965517
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;Other" "Nocardioidaceae;Other" "#B0FF4F" 0.689655172413793 1 0.310344827586207
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__" "" "#46CA58" 0.275862068965517 0.793103448275862 0.344827586206897
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Aeromicrobium" "Aeromicrobium" "#E5586A" 0.896551724137931 0.344827586206897 0.413793103448276
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides" "Nocardioides" "#ED8D46" 0.931034482758621 0.551724137931034 0.275862068965517
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae;g__Prauseria" "Prauseria" "#7B4F12" 0.482758620689655 0.310344827586207 0.0689655172413793
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Cellulosimicrobium" "Cellulosimicrobium" "#6172CA" 0.379310344827586 0.448275862068966 0.793103448275862
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Promicromonospora" "Promicromonospora" "#00FFED" 0 1 0.931034482758621
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Xylanimicrobium" "Xylanimicrobium" "#4F9584" 0.310344827586207 0.586206896551724 0.517241379310345
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium" "Propionibacterium" "#B900CA" 0.724137931034483 0 0.793103448275862
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;Other" "Pseudonocardiaceae;Other" "#FFDC72" 1 0.862068965517241 0.448275862068966
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Actinomycetospora" "Actinomycetospora" "#1223B9" 0.0689655172413793 0.137931034482759 0.724137931034483
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Pseudonocardia" "Pseudonocardia" "#A7006A" 0.655172413793103 0 0.413793103448276
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Saccharopolyspora" "Saccharopolyspora" "#9E726A" 0.620689655172414 0.448275862068966 0.413793103448276
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__" "" "#1AB9CA" 0.103448275862069 0.724137931034483 0.793103448275862
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__" "" "#002C23" 0 0.172413793103448 0.137931034482759
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces" "Streptomyces" "#958D4F" 0.586206896551724 0.551724137931034 0.310344827586207
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;Other" "Thermomonosporaceae;Other" "#B0D309" 0.689655172413793 0.827586206896552 0.0344827586206897
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinomadura" "Actinomadura" "#B94635" 0.724137931034483 0.275862068965517 0.206896551724138
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Yaniellaceae;g__Yaniella" "Yaniella" "#0072FF" 0 0.448275862068966 1
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;Other" "Bifidobacteriaceae;Other" "#FFF600" 1 0.96551724137931 0
6 "k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium" "Bifidobacterium" "#61A7CA" 0.379310344827586 0.655172413793103 0.793103448275862
6 "k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__" "" "#58D39E" 0.344827586206897 0.827586206896552 0.620689655172414
6 "k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia" "Adlercreutzia" "#7246C1" 0.448275862068966 0.275862068965517 0.758620689655172
6 "k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella" "Collinsella" "#8DCAB9" 0.551724137931034 0.793103448275862 0.724137931034483
6 "k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella" "Eggerthella" "#123561" 0.0689655172413793 0.206896551724138 0.379310344827586
6 "k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__" "" "#84FF00" 0.517241379310345 1 0
6 "k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__" "" "#466A7B" 0.275862068965517 0.413793103448276 0.482758620689655
6 "k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae;g__Euzebya" "Euzebya" "#002384" 0 0.137931034482759 0.517241379310345
6 "k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__Nitriliruptor" "Nitriliruptor" "#46003E" 0.275862068965517 0 0.241379310344828
6 "k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter" "Rubrobacter" "#B04F95" 0.689655172413793 0.310344827586207 0.586206896551724
6 "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__AK1AB1_02E;g__" "" "#C14FFF" 0.758620689655172 0.310344827586207 1
6 "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__" "" "#D3FF8D" 0.827586206896552 1 0.551724137931034
6 "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__" "" "#091A58" 0.0344827586206897 0.103448275862069 0.344827586206897
6 "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__" "" "#3E463E" 0.241379310344828 0.275862068965517 0.241379310344828
6 "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter" "Conexibacter" "#615895" 0.379310344827586 0.344827586206897 0.586206896551724
6 "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__" "" "#F6A78D" 0.96551724137931 0.655172413793103 0.551724137931034
6 "k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__" "" "#F67BFF" 0.96551724137931 0.482758620689655 1
6 "k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__" "" "#E5FFDC" 0.896551724137931 1 0.862068965517241
6 "k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__" "" "#FFB0CA" 1 0.689655172413793 0.793103448275862
6 "k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas" "Chthonomonas" "#7B4672" 0.482758620689655 0.275862068965517 0.448275862068966
6 "k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae];g__Fimbriimonas" "Fimbriimonas" "#B97BFF" 0.724137931034483 0.482758620689655 1
6 "k__Bacteria;p__BRC1;c__PRR-11;o__;f__;g__" "" "#619E00" 0.379310344827586 0.620689655172414 0
6 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other;Other" "Bacteroidales;Other;Other" "#FFB000" 1 0.689655172413793 0
6 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__" "" "#2C1209" 0.172413793103448 0.0689655172413793 0.0344827586206897
6 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__BF311" "BF311" "#58FF4F" 0.344827586206897 1 0.310344827586207
6 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides" "Bacteroides" "#D3CAD3" 0.827586206896552 0.793103448275862 0.827586206896552
6 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__" "" "#B07B12" 0.689655172413793 0.482758620689655 0.0689655172413793
6 "k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__" "" "#843509" 0.517241379310345 0.206896551724138 0.0344827586206897
