rs1	rs2	rt1	rt3	passage	species	df	mutuallyInvasible	lowAbundance	1:1000	1000:1	doseDependence	sharedSratio	sharedTratio
0.8	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.974164818206785	0.990184434632893	1.01644446209379	0.0625	0.1
0.95	0.05	0.5	0.05	1	1	alldata	TRUE	FALSE	0.974932862025812	0.990184665076342	1.01564395215773	0.0526315789473684	0.1
0.05	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.574405060756221	0.989718254073557	1.72303191892245	4	0.1
0.2	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.804250710703044	0.990156714842302	1.23115429264184	1	0.1
0.35	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.890273086593567	0.990170857633328	1.11221025609344	0.571428571428572	0.1
0.5	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.924476376341398	0.990175679522814	1.07106650300943	0.4	0.1
0.65	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.941228582695625	0.990178160055856	1.05200604641653	0.307692307692308	0.1
0.8	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.950768240983687	0.990179686817717	1.04145221110168	0.25	0.1
0.95	0.2	0.5	0.05	1	1	alldata	TRUE	FALSE	0.95678080764075	0.990180724234206	1.03490863981251	0.210526315789474	0.1
0.05	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.487664306701255	0.978979093276455	2.00748564088817	7	0.1
0.2	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.535241354318383	0.990056891523333	1.84973915699049	1.75	0.1
0.35	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.634368018991764	0.990138045197538	1.56082591737714	1	0.1
0.5	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.743739626062193	0.990157974626561	1.33132340933487	0.7	0.1
0.65	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.822520103332955	0.990166551066054	1.20382048664072	0.538461538461539	0.1
0.8	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.870980663892843	0.990171241693351	1.13684641088103	0.4375	0.1
0.95	0.35	0.5	0.05	1	1	alldata	TRUE	FALSE	0.900562564469143	0.990174172344175	1.09950625465745	0.368421052631579	0.1
0.05	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.482224654133641	0.891577324643987	1.84888374536923	10	0.1
0.2	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.488715342765053	0.989658907094831	2.02502115340914	2.5	0.1
0.35	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.50601949006667	0.990049527045986	1.95654425665609	1.42857142857143	0.1
0.5	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.546478060879849	0.990118869648069	1.81181815067551	1	0.1
0.65	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.615126710533008	0.990143975234889	1.60965856022888	0.769230769230769	0.1
0.8	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.695397925505425	0.990156229490205	1.42386997886217	0.625	0.1
0.95	0.5	0.5	0.05	1	1	alldata	TRUE	FALSE	0.765924249487716	0.990163284467798	1.29276920678522	0.526315789473684	0.1
0.05	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.481675339285591	0.764089269364062	1.58631594155794	13	0.1
0.2	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.484021108583955	0.98808618749824	2.04141135577531	3.25	0.1
0.35	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.487776680106908	0.989811189994258	2.0292302407268	1.85714285714286	0.1
0.5	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.495700806713356	0.990032584813264	1.9972381957122	1.3	0.1
0.65	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.513156720211972	0.990100103395806	1.92943025862902	1	0.1
0.8	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.54679353242888	0.990129555896101	1.81079236891831	0.8125	0.1
0.95	0.65	0.5	0.05	1	1	alldata	TRUE	FALSE	0.598867420962257	0.990145197346079	1.65336293591513	0.684210526315789	0.1
0.05	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.481513210212615	0.672786303256857	1.39723332400327	16	0.1
0.2	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.483098123129674	0.982058040147418	2.03283348274117	4	0.1
0.35	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.484883885708248	0.989171284594745	2.04001682413081	2.28571428571429	0.1
0.5	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.487402967080632	0.989842391582815	2.03085015569686	1.6	0.1
0.65	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.491838169844631	0.990014886557374	2.01288746432615	1.23076923076923	0.1
0.8	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.500505896688973	0.990082179135735	1.97816286618297	1	0.1
0.95	0.8	0.5	0.05	1	1	alldata	TRUE	FALSE	0.517101870440833	0.990115158841289	1.91473907838935	0.842105263157895	0.1
0.05	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.481423623527453	0.613231813209663	1.27378837107418	19	0.1
0.2	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.482702293948285	0.961442754283763	1.99179238702099	4.75	0.1
0.35	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.483989680462413	0.987464211493719	2.04025881409347	2.71428571428571	0.1
0.5	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.485423860037729	0.989423771890725	2.03826769416284	1.9	0.1
0.65	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.487293514592335	0.989849470252977	2.03132083767024	1.46153846153846	0.1
0.8	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.490181492579898	0.989998065721094	2.01965614921646	1.1875	0.1
0.95	0.95	0.5	0.05	1	1	alldata	TRUE	FALSE	0.495187392408781	0.990065283543132	1.99937498151372	1	0.1
0.05	0.05	0.65	0.05	1	1	alldata	TRUE	FALSE	0.954026595461993	0.990174777523246	1.03789011987003	1	0.0769230769230769
0.2	0.05	0.65	0.05	1	1	alldata	TRUE	FALSE	0.968462703909894	0.990182466940132	1.02242705159688	0.25	0.0769230769230769
0.35	0.05	0.65	0.05	1	1	alldata	TRUE	FALSE	0.971453436650277	0.990183571874543	1.01928052803936	0.142857142857143	0.0769230769230769
0.5	0.05	0.65	0.05	1	1	alldata	TRUE	FALSE	0.973089192494796	0.990184124310775	1.01756769261012	0.1	0.0769230769230769
0.65	0.05	0.65	0.05	1	1	alldata	TRUE	FALSE	0.97422801705865	0.990184476941082	1.01637856805905	0.0769230769230769	0.0769230769230769
