

Software Version	3.09.07



Experiment File Path:	C:\Users\Public\Documents\Experiments\Doran\e0050.B4.xpt
Protocol File Path:	C:\Users\Public\Documents\Experiments\Doran\96well-48hr-orbital.prt



Plate Number	Plate 1
Date	10/11/2023
Time	12:09:58 PM
Reader Type:	Epoch 2
Reader Serial Number:	200304C
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Eject plate on completion	
Set Temperature	Setpoint 37°C, Gradient 0 °C
	Preheat before moving to next step
Start Kinetic	Runtime 48:00:00 (HH:MM:SS), Interval 0:15:00, 193 Reads
    Shake	Orbital: Continuous
	Frequency: 282 cpm (3 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	

600

Time	T° 600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
45:29:16	37.0	1.57430	1.63130	1.70840	0.45140	0.71700	1.48140	1.38410	0.66650	0.46490	1.17090	1.12820	0.91180	1.63900	1.67790	1.66590	0.88220	1.58020	1.61400	1.66490	0.81630	0.75720	1.02560	1.17570	1.06740	1.70270	1.61660	1.64820	0.96440	1.60020	1.60660	1.58160	0.55990	0.73380	1.21300	1.00990	1.09810	1.66440	1.52360	1.66420	0.88990	1.64830	1.51700	1.60340	0.94010	0.57530	0.99470	1.09310	1.06570	1.56290	1.66330	1.61600	0.73250	1.61500	1.64880	1.65910	0.79620	0.65120	0.98800	1.03440	1.03100	1.55180	1.56830	1.44970	0.78760	1.61210	1.64460	1.62200	0.79050	0.66480	1.14430	1.02130	0.70360	1.52390	1.49130	1.57120	0.67620	1.51620	1.51780	1.49610	0.54970	0.63370	1.19980	0.80240	1.04770	0.43210	0.70470	0.82630	0.19630	0.84940	0.83830	0.85400	0.21180	0.21860	0.74750	0.67020	0.32100
45:44:16	37.0	1.56330	1.62970	1.70550	0.54430	0.71540	1.48370	1.39290	0.72850	0.51650	1.18430	1.11660	0.90160	1.63790	1.67720	1.65700	0.88350	1.58160	1.61190	1.66700	0.79680	0.79070	1.03150	1.17760	1.05070	1.70190	1.61610	1.65250	0.96440	1.60210	1.60830	1.57960	0.58310	0.72270	1.22590	1.01300	1.12820	1.66230	1.49730	1.65830	0.88270	1.64920	1.52460	1.60290	0.93610	0.60280	1.00550	1.09810	1.06160	1.56210	1.65990	1.61780	0.70000	1.61650	1.64770	1.66150	0.78780	0.69040	0.98930	1.03270	1.02410	1.54990	1.57050	1.44620	0.76850	1.61030	1.64160	1.62530	0.82640	0.64900	1.12530	1.03410	0.70610	1.51770	1.49140	1.56960	0.69700	1.51550	1.51290	1.49170	0.55120	0.62650	1.19540	0.80220	1.03980	0.41300	0.69700	0.74960	0.21500	0.83110	0.80720	0.97240	0.21880	0.22690	0.73490	0.66910	0.31130
45:59:16	37.0	1.55510	1.62350	1.70700	0.51740	0.76390	1.48040	1.37330	0.72460	0.54680	1.16490	1.11250	0.83980	1.63500	1.67560	1.65600	0.88380	1.58020	1.61040	1.67190	0.81940	0.78120	1.02420	1.14940	1.06060	1.69980	1.63880	1.64920	0.94980	1.60140	1.60730	1.58290	0.54950	0.70360	1.22640	1.01290	1.12990	1.66070	1.50740	1.66260	0.87300	1.65000	1.51170	1.60290	0.87060	0.56780	0.98410	1.07200	1.05500	1.55960	1.65910	1.61370	0.71170	1.61290	1.64810	1.66190	0.78180	0.68270	1.01170	1.02780	1.00180	1.54940	1.56760	1.44800	0.77540	1.60820	1.64090	1.61830	0.79130	0.62540	1.12370	1.03210	0.71890	1.51760	1.49000	1.56570	0.64500	1.51170	1.51120	1.49010	0.54460	0.59420	1.14140	0.78710	1.03240	0.39570	0.68890	0.76200	0.21350	0.77000	0.79330	0.97190	0.19780	0.21390	0.70610	0.66530	0.30230
46:14:16	37.1	1.53790	1.62400	1.70470	0.48040	0.71690	1.48080	1.38720	0.68800	0.49330	1.17750	1.11890	0.77750	1.63440	1.67630	1.66380	0.88040	1.57950	1.60990	1.66870	0.80150	0.76850	1.03080	1.15230	1.04710	1.69990	1.61420	1.64960	0.93530	1.60100	1.60770	1.57930	0.58380	0.71100	1.22160	0.99640	1.14160	1.66320	1.51060	1.65910	0.87460	1.64940	1.52010	1.60230	0.95420	0.58860	0.96800	1.07260	1.04780	1.56000	1.66950	1.61460	0.73280	1.61260	1.64940	1.65940	0.79890	0.65290	1.00900	1.03140	1.00300	1.54570	1.56860	1.44310	0.78470	1.60710	1.63980	1.61750	0.78370	0.65250	1.12800	1.02820	0.71130	1.51880	1.49020	1.56340	0.67940	1.51090	1.50840	1.48760	0.53760	0.59660	1.16040	0.80050	1.03350	0.37940	0.68370	0.69030	0.21590	0.75500	0.71940	0.96270	0.22320	0.22750	0.71520	0.65790	0.29310
46:29:16	37.0	1.52130	1.62010	1.70740	0.46160	0.69830	1.47990	1.37850	0.65780	0.47830	1.16630	1.10290	0.75490	1.63110	1.67370	1.65310	0.87090	1.57980	1.61060	1.66950	0.82580	0.75420	1.02000	1.15320	0.99690	1.69890	1.61270	1.64540	0.92950	1.60000	1.60710	1.58190	0.55130	0.70480	1.19820	0.99160	1.13260	1.66430	1.50320	1.66780	0.87890	1.64760	1.50850	1.60190	0.96800	0.60660	0.98100	1.08230	1.03910	1.55770	1.66390	1.61080	0.71480	1.61020	1.64700	1.65850	0.78180	0.64100	1.02160	1.03160	0.99110	1.54440	1.56800	1.43910	0.79740	1.60260	1.63870	1.61770	0.77700	0.63840	1.14320	1.01320	0.71980	1.51420	1.48560	1.56190	0.62500	1.50340	1.50770	1.48620	0.53770	0.60440	1.22450	0.81300	1.00370	0.36440	0.63490	0.67310	0.17810	0.68510	0.83900	0.94630	0.20290	0.20130	0.67060	0.60760	0.28430
46:44:16	37.0	1.50040	1.61460	1.70510	0.47260	0.75490	1.48030	1.37710	0.65870	0.49200	1.16130	1.09280	0.76990	1.63110	1.67310	1.65500	0.87350	1.58070	1.61210	1.66580	0.80830	0.75310	1.02350	1.14740	1.08520	1.70080	1.61690	1.64780	0.95500	1.60020	1.60680	1.58020	0.55160	0.62120	1.15920	0.98690	1.13660	1.66040	1.50030	1.66300	0.89000	1.65110	1.50950	1.60620	0.93260	0.54990	0.94940	1.07900	1.03430	1.55860	1.65860	1.61620	0.69970	1.61040	1.64730	1.66190	0.77700	0.68420	1.00830	1.01420	1.01910	1.54260	1.56670	1.43890	0.77170	1.60430	1.64040	1.61600	0.78970	0.62260	1.13940	1.00040	0.71720	1.51160	1.48790	1.55920	0.66540	1.49870	1.50550	1.48360	0.54740	0.60370	1.18260	0.80490	1.00850	0.35060	0.60130	0.66750	0.17010	0.61500	0.72910	0.93180	0.19300	0.21720	0.68390	0.65040	0.27740
46:59:16	37.0	1.47500	1.60740	1.70550	0.54950	0.75120	1.47920	1.37680	0.70020	0.51590	1.16270	1.08570	0.68290	1.62890	1.67370	1.65280	0.87440	1.57980	1.61000	1.67080	0.81870	0.75250	1.02670	1.12410	1.07180	1.69750	1.64510	1.65210	0.95600	1.59900	1.60540	1.58120	0.57640	0.63920	1.19920	0.99010	1.15080	1.66070	1.49780	1.66450	0.88630	1.64830	1.50650	1.60270	0.92840	0.58080	0.95620	1.07940	1.03580	1.55700	1.65600	1.61510	0.71450	1.60740	1.64620	1.65920	0.77510	0.67510	0.99350	1.00230	0.98550	1.54180	1.56630	1.43600	0.76090	1.60050	1.64030	1.61620	0.78030	0.63900	1.11250	0.98670	0.71670	1.51590	1.47740	1.55670	0.62960	1.51120	1.50380	1.48280	0.54900	0.60480	1.21940	0.80240	1.00940	0.33750	0.59490	0.61620	0.15480	0.60420	0.72960	0.90700	0.19950	0.21950	0.69860	0.60460	0.26820
47:14:16	37.1	1.44160	1.60570	1.70490	0.54230	0.70150	1.48140	1.37560	0.71060	0.51610	1.15590	1.08810	0.73230	1.62890	1.67310	1.66470	0.87710	1.57840	1.60940	1.66750	0.80810	0.75620	1.01650	1.13010	1.04010	1.69620	1.60880	1.65000	0.94010	1.59970	1.60580	1.57900	0.54670	0.65410	1.21340	0.99720	1.15640	1.65940	1.49730	1.66410	0.86130	1.64760	1.50280	1.60250	0.91550	0.58490	0.95910	1.07130	1.02700	1.55480	1.65390	1.60100	0.72670	1.60870	1.64580	1.66110	0.78670	0.64590	0.99420	1.00110	0.96910	1.53920	1.56520	1.43090	0.76770	1.60210	1.63780	1.62040	0.75860	0.64550	1.09420	0.98240	0.72000	1.50900	1.48040	1.55310	0.64180	1.50430	1.50360	1.48190	0.54030	0.61270	1.18650	0.79960	1.00610	0.32560	0.54310	0.59270	0.15200	0.58320	0.75650	0.89060	0.17800	0.21910	0.66330	0.58110	0.25980
47:29:16	37.1	1.41580	1.59890	1.70600	0.52730	0.68890	1.47790	1.37140	0.69320	0.53500	1.14500	1.08340	0.73660	1.62700	1.67080	1.65300	0.88190	1.57970	1.61000	1.66890	0.82500	0.74770	1.00900	1.14060	1.03860	1.69590	1.61120	1.64580	0.92720	1.60060	1.60350	1.58250	0.58650	0.64700	1.20140	0.99040	1.16390	1.65980	1.50360	1.66800	0.87750	1.64910	1.50740	1.60740	0.86010	0.58050	0.97490	1.06230	1.01450	1.55460	1.65170	1.59900	0.68260	1.61250	1.64740	1.66310	0.77860	0.66140	0.98480	1.00950	0.97410	1.53890	1.56510	1.43020	0.78780	1.60240	1.63760	1.61690	0.77060	0.65930	1.10500	0.97160	0.72350	1.50550	1.47630	1.55020	0.63610	1.50130	1.50010	1.47850	0.53570	0.59780	1.17730	0.82650	1.02060	0.31540	0.54570	0.57120	0.13970	0.53270	0.73490	0.86800	0.17620	0.21890	0.64790	0.53270	0.25120
0:00:00																																																																																																	
0:00:00																																																																																																	
0:00:00																																																																																																	

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	6.630	6.579	5.529	-5.827	4.067	9.351	7.992	-4.933	3.135	4.449	7.587	5.415	Max V [600]
	0.953	0.997	0.939	0.697	0.819	0.953	0.974	0.967	0.826	0.973	0.967	0.985	R-Squared [600]
	2:14:16	2:59:16	2:29:16	35:29:16	40:29:16	2:29:16	2:14:16	6:59:16	2:14:16	2:14:16	2:59:16	2:44:16	t at Max V [600]
	1:25:01	1:54:12	1:33:02	35:23:41	40:29:10	1:49:43	1:35:58	6:49:06	1:47:53	1:28:33	2:00:15	1:41:18	Lagtime [600]
B	5.227	5.101	5.152	1.313	5.882	5.504	5.925	1.965	-3.650	4.649	4.621	4.809	Max V [600]
	0.825	0.975	0.992	0.807	0.989	0.992	0.992	0.872	0.315	0.979	0.974	0.857	R-Squared [600]
	3:59:16	2:59:16	2:44:16	4:14:16	2:14:16	2:59:16	2:29:16	1:59:16	14:59:16	3:14:16	3:44:16	3:44:16	t at Max V [600]
	2:44:54	2:21:37	1:48:20	3:36:53	1:31:17	1:46:36	1:37:24	1:38:04	15:16:03	1:58:05	2:01:01	2:29:48	Lagtime [600]
C	5.323	4.785	6.369	3.027	5.107	5.242	5.377	-4.194	8.639	5.397	5.206	4.906	Max V [600]
	0.961	0.883	0.949	0.969	0.989	0.988	0.941	0.957	0.677	0.975	0.998	0.993	R-Squared [600]
	3:29:16	3:44:16	2:44:16	30:44:16	2:29:16	2:44:16	2:59:16	41:29:16	11:59:16	2:59:16	3:14:16	3:29:16	t at Max V [600]
	1:57:02	1:52:17	1:38:15	29:26:47	1:27:20	1:31:04	1:34:38	41:37:46	11:55:08	2:03:54	2:02:14	2:13:45	Lagtime [600]
D	6.327	5.475	7.023	2.910	4.896	4.947	5.507	-4.501	-8.503	4.768	4.997	4.928	Max V [600]
	0.935	0.919	0.973	0.872	0.973	0.984	0.998	0.602	0.839	0.995	0.978	0.988	R-Squared [600]
	2:44:16	3:44:16	2:14:16	2:59:16	2:44:16	2:44:16	2:44:16	41:44:16	29:59:16	2:59:16	3:29:16	2:59:16	t at Max V [600]
	2:10:20	2:13:22	1:33:10	2:20:08	1:37:44	1:34:34	1:42:37	42:46:00	30:08:15	1:40:48	2:02:34	2:02:08	Lagtime [600]
E	4.902	5.850	4.378	2.354	5.110	5.714	6.502	3.206	2.921	4.627	4.263	5.261	Max V [600]
	0.950	0.989	0.873	0.928	0.957	0.958	0.985	0.884	0.907	0.970	0.951	0.995	R-Squared [600]
	3:44:16	3:59:16	2:14:16	2:14:16	2:29:16	2:29:16	2:44:16	2:59:16	2:29:16	3:14:16	2:29:16	2:59:16	t at Max V [600]
	2:41:07	2:47:27	1:19:44	1:45:39	1:35:04	1:39:29	1:44:38	2:37:47	1:59:28	2:04:41	1:36:26	1:56:40	Lagtime [600]
F	4.015	5.374	4.590	1.715	6.369	5.253	5.695	1.182	-4.066	8.067	4.497	5.171	Max V [600]
	0.990	0.901	0.811	0.743	0.996	0.982	0.962	0.900	0.877	0.934	0.952	0.970	R-Squared [600]
	4:14:16	3:59:16	2:14:16	2:14:16	2:44:16	2:59:16	2:29:16	2:14:16	35:14:16	3:14:16	3:14:16	2:14:16	t at Max V [600]
	2:46:23	2:29:41	1:24:56	1:46:08	1:49:56	1:42:31	1:40:20	1:29:00	34:58:11	2:25:11	1:54:49	1:17:02	Lagtime [600]
G	4.829	4.930	4.413	1.581	5.619	5.961	5.002	-3.495	-3.367	5.009	5.761	4.986	Max V [600]
	0.925	0.933	0.943	0.803	0.954	0.874	0.967	0.867	0.597	0.988	0.988	0.981	R-Squared [600]
	3:29:16	3:44:16	3:29:16	1:59:16	2:44:16	2:29:16	2:44:16	10:44:16	7:14:16	2:59:16	2:59:16	3:29:16	t at Max V [600]
	2:15:34	1:53:14	1:39:04	1:34:01	1:40:39	1:36:34	1:39:54	10:43:05	7:19:26	1:57:46	2:07:19	1:58:34	Lagtime [600]
H	4.076	4.521	5.166	6.500	5.357	6.706	6.347	4.953	4.677	4.923	4.316	5.053	Max V [600]
	0.909	0.970	0.965	0.658	0.976	0.958	0.926	0.681	0.961	0.981	0.987	0.941	R-Squared [600]
	3:14:16	2:59:16	1:59:16	36:59:16	2:14:16	2:44:16	2:44:16	7:14:16	10:14:16	2:44:16	1:59:16	2:59:16	t at Max V [600]
	2:14:49	1:40:40	1:20:27	37:25:18	1:27:36	1:49:33	1:48:59	7:04:30	9:56:46	1:27:12	1:04:18	1:43:33	Lagtime [600]

