

Software Version	3.09.07



Experiment File Path:	C:\Users\Public\Documents\Experiments\Doran\e0049.2.xpt
Protocol File Path:	C:\Users\Public\Documents\Experiments\Doran\96well-48hr-orbital.prt



Plate Number	Plate 1
Date	10/3/2023
Time	11:39:48 AM
Reader Type:	Epoch 2
Reader Serial Number:	2003031F
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE (Use plate lid)
Eject plate on completion	
Set Temperature	Setpoint 37°C, Gradient 0 °C
	Preheat before moving to next step
Start Kinetic	Runtime 48:00:00 (HH:MM:SS), Interval 0:15:00, 193 Reads
    Shake	Orbital: Continuous
	Frequency: 282 cpm (3 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
End Kinetic	

600

Time	T° 600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
38:59:16	37.1	0.65950	0.84590	1.03480	0.73010	1.10090	1.19020	1.11490	0.79630	0.81970	1.18980	1.06170	0.64540	0.91960	1.01090	1.29210	0.72700	1.18460	1.22450	1.06060	0.81400	1.12070	1.00620	1.08920	1.03510	1.11620	1.19860	1.15970	0.72160	1.21530	1.18470	1.21850	0.63440	1.17350	0.86390	1.19830	0.89540	1.27910	1.10360	1.28090	0.81290	1.19500	1.09270	1.15120	0.80940	1.19640	1.02640	1.01010	1.00160	0.87080	1.29080	1.29570	0.77170	1.13110	1.24960	1.17200	0.78290	1.21700	1.17800	1.39640	0.96420	1.07780	1.05790	1.15780	1.06900	1.21990	1.18890	1.03020	0.75870	1.14820	0.99140	0.95720	1.05630	1.03110	1.14080	1.22220	0.77110	1.06390	1.20770	1.20030	0.52110	1.21050	0.73940	1.14600	1.16440	0.71770	0.87060	0.84280	0.54250	1.00680	0.88390	1.00020	0.61640	0.53470	0.80700	0.84900	1.09760
39:14:16	37.1	0.69320	0.84250	1.03290	0.72970	1.11320	1.17270	1.11030	0.80220	0.84280	1.18930	1.05880	0.66350	0.90760	1.00810	1.29040	0.71360	1.16960	1.22420	1.06660	0.81730	1.12480	1.00390	1.08840	1.03610	1.11020	1.19370	1.15920	0.72370	1.21170	1.17970	1.21810	0.66660	1.17190	0.85740	1.19870	0.89070	1.28070	1.10270	1.26940	0.81620	1.19750	1.09470	1.15160	0.81940	1.19620	1.02650	1.01070	1.00430	0.86940	1.28790	1.29460	0.77280	1.13310	1.25330	1.17250	0.77370	1.21790	1.17740	1.39350	0.96360	1.07830	1.05020	1.16250	1.06920	1.22370	1.18860	1.03450	0.73800	1.14990	0.98990	0.95880	1.06580	1.03200	1.13990	1.21620	0.80260	1.06880	1.20180	1.20170	0.55850	1.21530	0.73710	1.14480	1.15670	0.71900	0.86360	0.81330	0.58900	1.02030	0.89650	0.99730	0.63740	0.55030	0.81460	0.88270	1.09490
39:29:16	37.1	0.64380	0.83720	1.03280	0.76340	1.13080	1.15920	1.11440	0.81270	0.78470	1.18430	1.06700	0.66520	0.89160	1.00050	1.29040	0.69730	1.15940	1.21850	1.06270	0.83280	1.12360	0.99710	1.09120	1.02690	1.10800	1.19730	1.15770	0.71770	1.21190	1.17470	1.21830	0.71340	1.17480	0.86140	1.18350	0.89450	1.27670	1.09600	1.27960	0.82390	1.20080	1.10030	1.15200	0.81440	1.19260	1.02320	1.00400	0.99610	0.86040	1.28800	1.29160	0.77080	1.13070	1.25730	1.16980	0.80210	1.21520	1.17530	1.39180	0.95480	1.07500	1.05320	1.09050	1.07810	1.22600	1.18930	1.02980	0.76450	1.15110	0.98880	0.95550	1.05620	1.02850	1.13880	1.21580	0.73710	1.06380	1.19870	1.19770	0.60040	1.21340	0.73660	1.14280	1.16250	0.70770	0.84030	0.84670	0.53460	1.02990	0.86990	1.00490	0.60050	0.53140	0.80630	0.83670	1.09650
39:44:16	37.1	0.43720	0.83130	1.02760	0.77790	1.14770	1.17140	1.11240	0.79790	0.81710	1.18530	1.06330	0.62550	0.87810	1.00100	1.28830	0.67410	1.15070	1.21970	1.06530	0.82330	1.12330	0.99920	1.08400	1.02110	1.10550	1.19250	1.15720	0.70980	1.21260	1.17580	1.21840	0.71880	1.17210	0.85920	1.18220	0.90120	1.28050	1.10270	1.27600	0.82230	1.20010	1.09770	1.15390	0.80330	1.19380	1.02360	1.01210	0.99670	0.85440	1.28290	1.29030	0.77370	1.13090	1.25630	1.17290	0.80170	1.21970	1.17440	1.39070	0.95560	1.07490	1.05040	1.09030	1.07110	1.22570	1.18830	1.03070	0.78430	1.15260	0.99060	0.95220	1.05310	1.02810	1.12890	1.20800	0.78600	1.06790	1.19710	1.20090	0.60360	1.21590	0.73360	1.13740	1.15870	0.69430	0.81550	0.78690	0.53320	1.04810	0.89100	0.98280	0.60170	0.50700	0.81800	0.80670	1.09260
39:59:16	37.1	0.40050	0.82740	1.02510	0.73990	1.15820	1.17380	1.09430	0.81670	0.84510	1.18930	1.06210	0.61250	0.86690	0.99440	1.28690	0.69780	1.14650	1.22610	1.06370	0.81480	1.12560	0.99780	1.06630	1.01660	1.10330	1.19250	1.15370	0.71060	1.20980	1.16990	1.21550	0.68550	1.17140	0.86370	1.18400	0.89600	1.28710	1.09240	1.28190	0.82190	1.19980	1.09750	1.15550	0.80150	1.19000	1.01890	1.01150	0.99210	0.85400	1.28110	1.28660	0.77520	1.12850	1.25820	1.16640	0.78300	1.22680	1.16840	1.38770	0.95010	1.07720	1.04820	1.19700	1.07080	1.22310	1.18930	1.02800	0.79380	1.15570	0.98470	0.95800	1.04830	1.03620	1.11580	1.20450	0.78200	1.06350	1.19400	1.19630	0.52750	1.21530	0.73640	1.13580	1.15920	0.71470	0.84920	0.79380	0.57580	1.01820	0.89550	0.99180	0.61220	0.51130	0.87800	0.78250	1.09010
40:14:16	37.1	0.37090	0.82490	1.02510	0.70190	1.14880	1.18380	1.09990	0.79670	0.80500	1.18420	1.04910	0.58640	0.86120	0.99470	1.28430	0.72410	1.13860	1.23850	1.05780	0.82960	1.12560	0.98920	1.08000	1.01550	1.09650	1.18990	1.15360	0.71090	1.20990	1.16730	1.22130	0.65530	1.17770	0.85340	1.17820	0.89370	1.28400	1.08920	1.27420	0.81960	1.20600	1.10510	1.15940	0.78900	1.19050	1.02250	1.01990	0.99230	0.85130	1.28060	1.28820	0.77170	1.13200	1.25950	1.17430	0.78670	1.21990	1.17340	1.38340	0.95200	1.07620	1.05030	1.14470	1.07290	1.22940	1.18790	1.03790	0.76740	1.15400	0.98460	0.95350	1.05430	1.02680	1.10710	1.20070	0.75090	1.06840	1.19790	1.19600	0.54210	1.21800	0.72660	1.12880	1.15210	0.70110	0.84460	0.86050	0.57650	1.04830	0.89970	0.96850	0.58860	0.50090	0.86980	0.80480	1.07720
40:29:16	37.1	0.30930	0.81950	1.02140	0.71630	1.13160	1.18520	1.12070	0.80060	0.80680	1.18510	1.05580	0.58880	0.85770	0.98350	1.28690	0.72320	1.13140	1.25030	1.05040	0.82560	1.12550	0.98320	1.06850	1.01090	1.09590	1.18950	1.14930	0.71090	1.20930	1.16660	1.21810	0.63000	1.17120	0.85870	1.17360	0.90540	1.28150	1.06920	1.27580	0.81560	1.20420	1.10810	1.16610	0.78560	1.18770	1.01990	1.02100	0.98650	0.84900	1.27630	1.28470	0.77160	1.12830	1.25160	1.16770	0.80360	1.21770	1.17060	1.38350	0.95130	1.07070	1.03870	1.12950	1.07440	1.22540	1.19230	1.03320	0.73110	1.15290	0.98390	0.95310	1.04930	1.02580	1.09710	1.20160	0.80490	1.06430	1.19510	1.19410	0.58680	1.21370	0.72240	1.12710	1.16070	0.68280	0.82560	0.87890	0.56440	1.05170	0.90810	1.00010	0.58030	0.55030	0.83340	0.80930	1.08250
40:44:16	37.0	0.29030	0.81660	1.01850	0.75110	1.07930	1.18000	1.10710	0.81320	0.84310	1.18860	1.06010	0.57990	0.85890	0.98600	1.28350	0.70550	1.12010	1.24220	1.04100	0.80350	1.12560	0.98220	1.06320	1.00500	1.09140	1.18260	1.14960	0.71180	1.20770	1.16500	1.21880	0.62060	1.17160	0.85550	1.17380	0.89600	1.28440	1.06250	1.26870	0.81370	1.20500	1.10330	1.17030	0.79330	1.18840	1.01840	1.02260	0.98520	0.84650	1.27400	1.28490	0.77450	1.13110	1.25590	1.16750	0.78310	1.21910	1.16830	1.38100	0.94350	1.08000	1.03950	1.14020	1.07130	1.22860	1.19070	1.03020	0.75150	1.15500	0.98220	0.94800	1.04940	1.02530	1.09590	1.19220	0.74480	1.06890	1.19240	1.19310	0.60080	1.21660	0.72330	1.12490	1.15390	0.70980	0.81550	0.84370	0.56320	1.08160	0.93480	0.97620	0.58400	0.56580	0.84670	0.80040	1.07350
40:59:16	37.1	0.27920	0.81120	1.01700	0.76950	1.03120	1.16100	1.10180	0.77780	0.79910	1.18300	1.05330	0.55980	0.85710	0.97740	1.28370	0.68040	1.11630	1.22540	1.02900	0.82310	1.12510	0.98110	1.03860	1.00050	1.08860	1.18380	1.14690	0.71120	1.20610	1.16400	1.21780	0.65230	1.17180	0.85690	1.16990	0.90530	1.27590	1.05070	1.27080	0.81260	1.20630	1.11050	1.17000	0.82540	1.18640	1.01900	1.02240	0.97980	0.84810	1.27190	1.28170	0.77290	1.12950	1.25250	1.16740	0.77860	1.22250	1.16530	1.37780	0.94300	1.08020	1.03380	1.14260	1.07300	1.23010	1.19440	1.02230	0.78280	1.15500	0.98190	0.94980	1.04690	1.02100	1.09440	1.18940	0.78910	1.06660	1.19140	1.19120	0.52820	1.21540	0.71610	1.12260	1.15680	0.68070	0.83750	0.79830	0.57050	1.07030	0.92640	0.99560	0.56270	0.55670	0.82720	0.79490	1.07100
41:14:16	37.1	0.29400	0.80970	1.01620	0.73410	1.02240	1.14530	1.10160	0.81120	0.79700	1.17910	1.06180	0.56080	0.85450	0.97410	1.28100	0.67580	1.11350	1.21910	1.01850	0.82900	1.12520	0.97780	1.03020	0.99580	1.08220	1.18150	1.14500	0.71410	1.20550	1.18040	1.21680	0.70030	1.17480	0.85030	1.16740	0.90480	1.26670	1.04410	1.26250	0.81080	1.20840	1.11090	1.17170	0.82340	1.18640	1.02060	0.98670	0.97780	0.84730	1.26970	1.28240	0.77620	1.12980	1.25750	1.16580	0.80290	1.22020	1.16140	1.37620	0.93750	1.07700	1.03520	1.14460	1.07240	1.23060	1.18990	1.01670	0.79340	1.15510	0.98020	0.94670	1.04640	1.02270	1.09720	1.18540	0.76880	1.06530	1.18570	1.19220	0.52880	1.21460	0.72030	1.12150	1.15370	0.70250	0.77450	0.83330	0.55510	1.09940	0.94830	0.98180	0.59840	0.51150	0.83500	0.79660	1.06670
41:29:16	37.1	0.26440	0.80750	1.01180	0.68440	1.04830	1.15640	1.08260	0.81190	0.84350	1.18080	1.05860	0.52030	0.85460	0.97010	1.27990	0.71540	1.11950	1.21060	1.01210	0.80880	1.12520	0.97520	1.02310	0.99090	1.07960	1.17850	1.14420	0.71330	1.20550	1.17090	1.21690	0.71040	1.17480	0.85250	1.16590	0.91360	1.26600	1.03900	1.27020	0.81180	1.20650	1.10720	1.17060	0.80180	1.18460	1.01630	1.00100	0.97420	0.84670	1.26370	1.27720	0.77970	1.12800	1.25970	1.16520	0.77160	1.22200	1.15980	1.37040	0.93670	1.07380	1.03460	1.14950	1.07470	1.23280	1.19260	1.02050	0.77370	1.15720	0.98370	0.94510	1.04510	1.02080	1.09580	1.18150	0.76260	1.06560	1.18170	1.18930	0.57590	1.21530	0.72140	1.11520	1.15320	0.69010	0.79880	0.86540	0.57490	1.07740	0.96850	1.00380	0.59160	0.48560	0.85110	0.78690	1.06360
41:44:16	37.1	0.25580	0.80400	1.00970	0.74120	1.08160	1.15730	1.09000	0.81960	0.80280	1.18150	1.05800	0.51140	0.84900	0.96620	1.27910	0.72130	1.12710	1.20010	1.01370	0.81910	1.12460	0.97520	1.01800	0.98780	1.07620	1.17840	1.14170	0.72450	1.20510	1.16950	1.21460	0.68050	1.16940	0.85570	1.16300	0.91890	1.26520	1.03120	1.26410	0.80960	1.20500	1.10810	1.17540	0.79620	1.18420	1.01510	1.00020	0.97300	0.84650	1.26070	1.27450	0.77980	1.12630	1.25740	1.16140	0.79820	1.22240	1.15680	1.36880	0.92990	1.07840	1.02970	1.14610	1.07200	1.22950	1.19450	1.00950	0.73730	1.15610	0.97600	0.94490	1.04090	1.01820	1.09630	1.17580	0.77730	1.06220	1.17870	1.18830	0.58990	1.21500	0.71950	1.11560	1.15990	0.67610	0.79750	0.88930	0.55850	1.10860	0.97220	0.98040	0.58590	0.57530	0.80860	0.79510	1.06460
41:59:16	37.1	0.30340	0.80020	1.00610	0.76990	1.10350	1.16630	1.10790	0.82640	0.80260	1.17840	1.05340	0.52540	0.84770	0.96030	1.27700	0.69930	1.14410	1.19710	1.01900	0.82480	1.12570	0.97210	1.01370	0.98720	1.07140	1.17580	1.14020	0.72520	1.20370	1.16760	1.21620	0.66100	1.16860	0.85300	1.15770	0.92160	1.26170	1.02230	1.26680	0.81020	1.20370	1.10940	1.17710	0.79070	1.18350	1.01330	1.00320	0.96560	0.84350	1.25720	1.27280	0.78050	1.12510	1.25970	1.16320	0.78080	1.22260	1.15840	1.36500	0.92380	1.09480	1.03270	1.14210	1.07250	1.22960	1.19620	1.00900	0.76020	1.16100	0.97480	0.94400	1.03920	1.01720	1.09580	1.17310	0.75240	1.06200	1.17440	1.18520	0.51160	1.21600	0.71600	1.11080	1.15730	0.66900	0.77500	0.89330	0.55270	1.08880	0.95950	0.97070	0.58760	0.57930	0.82610	0.78760	1.05870
42:14:16	37.1	0.23640	0.79850	1.00340	0.71650	1.11990	1.16570	1.09450	0.80340	0.84900	1.18030	1.05360	0.49890	0.84650	0.95290	1.27590	0.67240	1.16240	1.19900	1.02550	0.81500	1.12710	0.96650	1.01190	0.98550	1.06570	1.17600	1.13790	0.72640	1.20260	1.17670	1.21440	0.61910	1.16940	0.84920	1.15670	0.91680	1.25200	1.01840	1.25900	0.80710	1.20390	1.11480	1.17750	0.79930	1.18240	1.01140	0.99200	0.96170	0.83650	1.25550	1.27240	0.78210	1.12500	1.25540	1.16390	0.79590	1.22270	1.15700	1.36710	0.91940	1.11220	1.02650	1.13150	1.07370	1.23080	1.19690	1.01260	0.78440	1.16220	0.97340	0.94110	1.03860	1.01510	1.09590	1.16910	0.78660	1.06240	1.17100	1.18410	0.53310	1.21310	0.71160	1.10730	1.15350	0.68410	0.80480	0.92210	0.52660	1.06190	0.97420	0.97420	0.57460	0.50900	0.87530	0.79580	1.05560
42:29:16	37.1	0.22960	0.79880	0.99920	0.75090	1.15120	1.15890	1.08690	0.81210	0.79730	1.17570	1.04570	0.49110	0.84550	0.95180	1.27250	0.67340	1.18330	1.19600	1.02820	0.81810	1.12550	0.96280	1.01010	0.98670	1.06160	1.17050	1.13460	0.71590	1.20230	1.17110	1.21440	0.62830	1.16820	0.84720	1.15310	0.91070	1.24860	1.01910	1.25620	0.80720	1.19950	1.10450	1.18070	0.81750	1.18040	1.00560	0.99310	0.96600	0.83580	1.25040	1.26880	0.78610	1.12030	1.26120	1.16200	0.78480	1.22530	1.15460	1.36190	0.91970	1.10810	1.03240	1.08250	1.07360	1.23590	1.19140	1.00810	0.79410	1.16190	0.97130	0.94380	1.04380	1.01560	1.09400	1.16330	0.77370	1.06280	1.16320	1.18430	0.57700	1.21570	0.71480	1.10480	1.15010	0.67020	0.76850	0.90300	0.55490	1.05780	0.99170	0.97220	0.58730	0.57230	0.79970	0.78660	1.04930
42:44:16	37.1	0.26090	0.79620	0.99780	0.75370	1.16470	1.12210	1.07690	0.79320	0.81440	1.17570	1.04750	0.48970	0.84510	0.94800	1.27200	0.71280	1.17840	1.19670	1.02680	0.83000	1.12540	0.95790	1.00320	0.97980	1.05810	1.16980	1.13470	0.71760	1.20470	1.17480	1.21630	0.67730	1.16950	0.84630	1.15240	0.91530	1.24210	1.01220	1.25380	0.81000	1.19870	1.10700	1.18020	0.82180	1.18200	1.00570	0.99550	0.95830	0.83270	1.24660	1.26670	0.78680	1.11880	1.26070	1.16030	0.78950	1.22430	1.16030	1.35710	0.91750	1.08860	1.03060	1.08070	1.07330	1.23480	1.19170	1.00980	0.75820	1.16290	0.97210	0.94200	1.04060	1.01200	1.09460	1.15840	0.77060	1.06200	1.15930	1.18110	0.55590	1.21550	0.70980	1.09970	1.14570	0.69490	0.78580	0.91880	0.55600	1.05200	0.99150	1.01260	0.57370	0.56970	0.79720	0.78630	1.04570
42:59:16	37.1	0.27180	0.79490	0.99650	0.71040	1.15130	1.13690	1.08750	0.79510	0.83420	1.17200	1.04870	0.37350	0.84160	0.94080	1.26880	0.70720	1.17330	1.20850	1.02080	0.81040	1.13450	0.95610	0.99920	0.98030	1.05230	1.17000	1.13180	0.71750	1.20340	1.17590	1.21960	0.73600	1.17150	0.84260	1.14790	0.92650	1.23160	1.00450	1.25000	0.81180	1.20120	1.11830	1.18530	0.80250	1.17870	1.00590	0.98450	0.95080	0.83230	1.24690	1.26820	0.79220	1.11320	1.26380	1.16540	0.77990	1.22670	1.06970	1.35990	0.90530	1.09430	1.03050	1.07390	1.07820	1.23600	1.19630	1.01560	0.73050	1.16770	0.96870	0.94150	1.03890	1.01550	1.09320	1.15740	0.80370	1.06290	1.15790	1.17830	0.50110	1.21560	0.70030	1.09170	1.14440	0.66950	0.78710	0.90620	0.60570	1.09650	0.98310	1.00710	0.58200	0.47290	0.78230	0.78460	1.03990
43:14:16	37.1	0.23780	0.79150	0.99290	0.77610	1.11470	1.14330	1.10140	0.81420	0.79510	1.17350	1.03580	0.31670	0.84000	0.93300	1.26750	0.69080	1.16190	1.22320	1.01350	0.82150	1.13320	0.95450	0.99390	0.98320	1.05050	1.16880	1.12920	0.71700	1.20220	1.17810	1.22290	0.70890	1.16820	0.84570	1.14440	0.91750	1.22610	1.00160	1.24500	0.81560	1.19910	1.11880	1.18250	0.80050	1.17780	1.00170	0.97950	0.95610	0.83120	1.24230	1.26390	0.78840	1.11060	1.25920	1.16280	0.80050	1.22830	1.04670	1.35960	0.89560	1.03020	1.01530	1.06570	1.07780	1.23660	1.19790	1.01780	0.76960	1.17100	0.96540	0.94320	1.04070	1.01000	1.09160	1.15250	0.75660	1.06350	1.15210	1.17660	0.56040	1.21360	0.69890	1.09090	1.14760	0.67560	0.79540	0.85960	0.59160	1.07680	0.96650	1.01810	0.58790	0.51270	0.78660	0.77500	1.04280
43:29:16	37.1	0.23080	0.79100	0.98710	0.69590	1.04930	1.15700	1.08100	0.80400	0.82350	1.17040	1.04620	0.30160	0.83700	0.93190	1.26350	0.67000	1.14320	1.22830	1.00050	0.82730	1.13010	0.94650	0.99240	0.98630	1.04250	1.16380	1.12970	0.72000	1.20290	1.18090	1.22060	0.65940	1.16850	0.84170	1.14340	0.91510	1.22080	0.99820	1.24180	0.81860	1.19180	1.10810	1.18230	0.78690	1.17690	1.00010	0.98410	0.96010	0.83100	1.23760	1.26290	0.79220	1.10270	1.26100	1.16570	0.77700	1.23060	1.05750	1.35630	0.89410	1.07510	1.02000	1.06350	1.07620	1.23780	1.19060	1.01330	0.78900	1.16820	0.96210	0.93710	1.04240	1.01000	1.09090	1.14840	0.79710	1.06230	1.14500	1.17480	0.58570	1.21480	0.70390	1.08780	1.13930	0.66500	0.79470	0.85280	0.60870	1.07670	0.98390	0.99890	0.58180	0.45570	0.82000	0.77370	1.03070
43:44:16	37.1	0.22490	0.78880	0.98870	0.77200	1.03120	1.14700	1.08060	0.80780	0.83640	1.17080	1.04300	0.28650	0.83710	0.92160	1.26300	0.67650	1.13900	1.21560	0.99210	0.81200	1.13060	0.94430	0.98680	0.98470	1.04010	1.16360	1.12630	0.72860	1.20280	1.18040	1.22220	0.61590	1.16840	0.84410	1.14150	0.91760	1.21330	0.98880	1.23870	0.82220	1.19090	1.11360	1.18510	0.80080	1.17290	1.00170	0.97560	0.95570	0.83020	1.23410	1.25800	0.79290	1.09480	1.25860	1.16200	0.80130	1.22810	1.04150	1.35650	0.88440	1.04090	1.00860	1.06130	1.07920	1.23730	1.19990	1.02230	0.77840	1.17020	0.96260	0.94440	1.04590	1.00940	1.08830	1.14500	0.77560	1.06110	1.14310	1.17470	0.50310	1.21160	0.69830	1.08200	1.14580	0.67350	0.83490	0.85120	0.59610	1.10400	1.02480	0.99640	0.56920	0.56340	0.80070	0.77510	1.03600
43:59:16	37.1	0.21890	0.78730	0.98400	0.70640	1.05670	1.13600	1.06500	0.81030	0.78610	1.16950	1.05760	0.27100	0.83250	0.91900	1.25750	0.70920	1.12060	1.20360	0.97440	0.82290	1.13080	0.94400	0.98370	0.98290	1.03490	1.16180	1.12560	0.72880	1.20230	1.19060	1.21890	0.62690	1.16660	0.84510	1.13750	0.91100	1.21330	0.98780	1.23870	0.82230	1.18650	1.10010	1.18410	0.82080	1.17380	0.99690	0.98100	0.95400	0.82760	1.22900	1.25440	0.79520	1.07540	1.26540	1.16110	0.77430	1.23080	1.04140	1.35310	0.88960	1.08240	1.01030	1.05950	1.07680	1.23880	1.19340	1.01460	0.73930	1.17460	0.95640	0.93880	1.03910	1.00990	1.08740	1.13810	0.78780	1.06070	1.13240	1.17730	0.53750	1.21310	0.70490	1.07930	1.14410	0.69250	0.77550	0.84530	0.59130	1.09030	1.02300	1.00740	0.57500	0.55040	0.81090	0.77010	1.02940
44:14:16	37.1	0.21230	0.78690	0.98180	0.75170	1.09070	1.10920	1.09040	0.80040	0.84710	1.16500	1.05530	0.26380	0.80010	0.91500	1.25530	0.69790	1.11160	1.18500	0.98060	0.81950	1.13100	0.94090	0.97530	0.98040	1.03190	1.15750	1.12220	0.72860	1.20340	1.20720	1.22510	0.68400	1.17000	0.84500	1.13550	0.92300	1.20730	0.98450	1.23270	0.82060	1.18230	1.09890	1.18620	0.82230	1.17320	0.99890	0.98220	0.94380	0.82640	1.22520	1.25410	0.79380	1.07360	1.26820	1.16180	0.80200	1.23330	1.01560	1.35090	0.87390	1.07140	1.00910	1.06780	1.07670	1.23910	1.19760	1.01550	0.76790	1.17270	0.95860	0.93900	1.03710	1.00740	1.08550	1.13350	0.72580	1.05740	1.12280	1.17650	0.57460	1.22000	0.70010	1.07680	1.14750	0.64450	0.77860	0.83380	0.57730	1.11790	1.02490	1.01920	0.56090	0.46830	0.77830	0.76730	1.02650
44:29:16	37.0	0.20640	0.78380	0.98000	0.70490	1.10410	1.13100	1.06830	0.80200	0.80320	1.16850	1.06720	0.25340	0.69440	0.91090	1.25410	0.67280	1.09580	1.17770	0.98390	0.80450	1.13310	0.94080	0.97480	0.97710	1.02330	1.15610	1.12060	0.71520	1.20600	1.23440	1.22000	0.69760	1.16900	0.84540	1.12990	0.92050	1.20530	0.97530	1.23500	0.81880	1.17830	1.09230	1.18550	0.80600	1.17030	1.00020	0.98720	0.92440	0.83490	1.22240	1.25000	0.79380	1.06870	1.26720	1.15540	0.77310	1.23090	0.99670	1.34760	0.87110	1.06360	1.01040	1.07420	1.07800	1.23860	1.19660	1.01000	0.79440	1.17600	0.95130	0.93790	1.04100	1.00890	1.08260	1.12800	0.78480	1.05460	1.10510	1.17220	0.49640	1.20930	0.70090	1.07250	1.14540	0.64900	0.78840	0.88840	0.57300	1.12330	1.04240	1.00760	0.58440	0.54730	0.84410	0.77040	1.02440
44:44:16	37.1	0.20180	0.78350	0.97500	0.71420	1.14230	1.13510	1.06330	0.80590	0.79970	1.16210	1.05350	0.23420	0.69110	0.90710	1.24950	0.66200	1.09150	1.17910	0.98990	0.82790	1.12970	0.93810	0.97270	0.97570	1.01630	1.15190	1.11880	0.71830	1.20400	1.25400	1.21880	0.67350	1.16750	0.84260	1.12900	0.92450	1.19980	0.97020	1.22720	0.81330	1.17330	1.08460	1.18240	0.79380	1.16980	0.99650	0.98180	0.90140	0.82480	1.21720	1.24810	0.79490	1.07140	1.26640	1.15630	0.78150	1.23100	0.99840	1.34670	0.88630	1.06530	1.00890	1.07580	1.08110	1.23830	1.19260	1.01340	0.78210	1.17590	0.94970	0.93620	1.03930	1.00500	1.08100	1.12360	0.73370	1.05400	1.10090	1.17220	0.54000	1.20750	0.69920	1.06630	1.13630	0.62300	0.74040	0.89820	0.57140	1.10660	1.04700	1.00770	0.56860	0.49990	0.77590	0.76930	1.01460
44:59:16	37.1	0.19560	0.77780	0.97180	0.72450	1.16390	1.14340	1.05880	0.80100	0.84360	1.16080	1.06190	0.21900	0.69240	0.89990	1.24530	0.70370	1.09900	1.18060	0.99130	0.81610	1.12980	0.94050	0.96820	0.96630	1.01290	1.15430	1.11730	0.71570	1.20540	1.25860	1.21670	0.63570	1.16550	0.84530	1.12200	0.94340	1.19780	0.96470	1.22530	0.81080	1.17130	1.08070	1.18210	0.81140	1.16840	0.99540	0.98640	0.88670	0.82150	1.21280	1.24330	0.79390	1.07500	1.26590	1.15400	0.79570	1.23020	0.99190	1.34610	0.86490	1.04490	1.00910	1.07680	1.07780	1.23760	1.19240	1.02150	0.73380	1.17610	0.94310	0.93400	1.03350	1.00670	1.07950	1.11900	0.76320	1.05310	1.08950	1.16980	0.57030	1.20840	0.69680	1.06240	1.13640	0.63040	0.73240	0.85100	0.56230	1.10510	1.05590	1.02300	0.57440	0.50030	0.80950	0.76790	1.01480
45:14:16	37.1	0.19070	0.77480	0.96690	0.69470	1.13560	1.13690	1.08240	0.79720	0.78940	1.15560	1.06130	0.20780	0.73350	0.89680	1.23580	0.69790	1.12560	1.17730	0.98750	0.81160	1.12830	0.93350	0.96830	0.98020	1.00460	1.14780	1.11520	0.71890	1.20590	1.29030	1.21600	0.60780	1.16450	0.83970	1.12120	0.84470	1.19310	0.96540	1.21550	0.81280	1.17180	1.07550	1.18010	0.82370	1.16910	0.99390	0.97660	0.88020	0.81820	1.20790	1.24130	0.79560	1.08620	1.26310	1.15400	0.76750	1.23270	0.99680	1.34270	0.86660	1.05820	1.00200	1.09150	1.07440	1.24060	1.18960	1.01030	0.76980	1.17740	0.93960	0.93220	1.03090	1.00740	1.07680	1.11380	0.76330	1.04740	1.07820	1.16710	0.49010	1.20710	0.69870	1.05900	1.12670	0.67370	0.72260	0.83880	0.55470	1.08390	1.06030	1.03240	0.57850	0.46880	0.84270	0.77140	1.00370
45:29:16	37.1	0.18550	0.76910	0.96350	0.73330	1.05500	1.09640	1.05950	0.80850	0.82440	1.15590	1.05720	0.19240	0.79700	0.89100	1.23370	0.68000	1.14490	1.19210	0.97750	0.82250	1.12780	0.93390	0.96260	1.00680	0.99650	1.14550	1.11180	0.72910	1.20440	1.29210	1.21410	0.63520	1.16160	0.84330	1.11900	0.85260	1.18840	0.95990	1.21800	0.81120	1.17200	1.07970	1.17770	0.81890	1.16930	0.98930	0.97350	0.86820	0.81680	1.20340	1.23460	0.79580	1.09240	1.25870	1.14620	0.79260	1.22470	1.07490	1.34360	0.86310	1.04620	1.02140	1.08440	1.07510	1.23710	1.19040	1.00610	0.79580	1.17670	0.93620	0.92660	1.02520	1.00540	1.07300	1.10720	0.69200	1.04650	1.08490	1.16690	0.54040	1.20420	0.69880	1.05630	1.13120	0.63680	0.72010	0.86890	0.54360	1.12870	1.04790	1.03480	0.56600	0.46200	0.77850	0.78860	1.00420
