inoculationReplicate	passage	ratio	label	group	mixtureType	combo	line	sample
3	5	1:1000	XCA-1:1000-XDA	mixture	actual	XCA-XDA	actual-3	actual-3_XCA-1:1000-XDA_5
3	5	10:1	XCA-10:1-XDA	mixture	actual	XCA-XDA	actual-3	actual-3_XCA-10:1-XDA_5
3	5	100:1	XCA-100:1-XDA	mixture	actual	XCA-XDA	actual-3	actual-3_XCA-100:1-XDA_5
3	5	1000:1	XCA-1000:1-XDA	mixture	actual	XCA-XDA	actual-3	actual-3_XCA-1000:1-XDA_5
1	5	0:1	XCA-0:1-XDA	control	theoretical	XCA-XDA	theoretical-1	theoretical-1_XCA-0:1-XDA_5
1	5	1:0	XCA-1:0-XDA	control	theoretical	XCA-XDA	theoretical-1	theoretical-1_XCA-1:0-XDA_5
1	5	1:1	XCA-1:1-XDA	mixture	theoretical	XCA-XDA	theoretical-1	theoretical-1_XCA-1:1-XDA_5
1	5	1:10	XCA-1:10-XDA	mixture	theoretical	XCA-XDA	theoretical-1	theoretical-1_XCA-1:10-XDA_5
1	5	1:100	XCA-1:100-XDA	mixture	theoretical	XCA-XDA	theoretical-1	theoretical-1_XCA-1:100-XDA_5
1	5	1:1000	XCA-1:1000-XDA	mixture	theoretical	XCA-XDA	theoretical-1	theoretical-1_XCA-1:1000-XDA_5
1	5	10:1	XCA-10:1-XDA	mixture	theoretical	XCA-XDA	theoretical-1	theoretical-1_XCA-10:1-XDA_5
1	5	100:1	XCA-100:1-XDA	mixture	theoretical	XCA-XDA	theoretical-1	theoretical-1_XCA-100:1-XDA_5
1	5	1000:1	XCA-1000:1-XDA	mixture	theoretical	XCA-XDA	theoretical-1	theoretical-1_XCA-1000:1-XDA_5
2	5	0:1	XCA-0:1-XDA	control	theoretical	XCA-XDA	theoretical-2	theoretical-2_XCA-0:1-XDA_5
2	5	1:0	XCA-1:0-XDA	control	theoretical	XCA-XDA	theoretical-2	theoretical-2_XCA-1:0-XDA_5
2	5	1:1	XCA-1:1-XDA	mixture	theoretical	XCA-XDA	theoretical-2	theoretical-2_XCA-1:1-XDA_5
2	5	1:10	XCA-1:10-XDA	mixture	theoretical	XCA-XDA	theoretical-2	theoretical-2_XCA-1:10-XDA_5
2	5	1:100	XCA-1:100-XDA	mixture	theoretical	XCA-XDA	theoretical-2	theoretical-2_XCA-1:100-XDA_5
2	5	1:1000	XCA-1:1000-XDA	mixture	theoretical	XCA-XDA	theoretical-2	theoretical-2_XCA-1:1000-XDA_5
2	5	10:1	XCA-10:1-XDA	mixture	theoretical	XCA-XDA	theoretical-2	theoretical-2_XCA-10:1-XDA_5
2	5	100:1	XCA-100:1-XDA	mixture	theoretical	XCA-XDA	theoretical-2	theoretical-2_XCA-100:1-XDA_5
2	5	1000:1	XCA-1000:1-XDA	mixture	theoretical	XCA-XDA	theoretical-2	theoretical-2_XCA-1000:1-XDA_5
1	3	1:1	XDA-1:1-XFA	mixture	actual	XDA-XFA	actual-1	actual-1_XDA-1:1-XFA_3
1	3	1:10	XDA-1:10-XFA	mixture	actual	XDA-XFA	actual-1	actual-1_XDA-1:10-XFA_3
1	3	1:100	XDA-1:100-XFA	mixture	actual	XDA-XFA	actual-1	actual-1_XDA-1:100-XFA_3
1	3	1:1000	XDA-1:1000-XFA	mixture	actual	XDA-XFA	actual-1	actual-1_XDA-1:1000-XFA_3
1	3	10:1	XDA-10:1-XFA	mixture	actual	XDA-XFA	actual-1	actual-1_XDA-10:1-XFA_3
1	3	100:1	XDA-100:1-XFA	mixture	actual	XDA-XFA	actual-1	actual-1_XDA-100:1-XFA_3
1	3	1000:1	XDA-1000:1-XFA	mixture	actual	XDA-XFA	actual-1	actual-1_XDA-1000:1-XFA_3
2	3	1:1	XDA-1:1-XFA	mixture	actual	XDA-XFA	actual-2	actual-2_XDA-1:1-XFA_3
2	3	1:10	XDA-1:10-XFA	mixture	actual	XDA-XFA	actual-2	actual-2_XDA-1:10-XFA_3
2	3	1:100	XDA-1:100-XFA	mixture	actual	XDA-XFA	actual-2	actual-2_XDA-1:100-XFA_3
2	3	1:1000	XDA-1:1000-XFA	mixture	actual	XDA-XFA	actual-2	actual-2_XDA-1:1000-XFA_3
2	3	10:1	XDA-10:1-XFA	mixture	actual	XDA-XFA	actual-2	actual-2_XDA-10:1-XFA_3
2	3	100:1	XDA-100:1-XFA	mixture	actual	XDA-XFA	actual-2	actual-2_XDA-100:1-XFA_3
2	3	1000:1	XDA-1000:1-XFA	mixture	actual	XDA-XFA	actual-2	actual-2_XDA-1000:1-XFA_3
3	3	1:1	XDA-1:1-XFA	mixture	actual	XDA-XFA	actual-3	actual-3_XDA-1:1-XFA_3
3	3	1:10	XDA-1:10-XFA	mixture	actual	XDA-XFA	actual-3	actual-3_XDA-1:10-XFA_3
3	3	1:100	XDA-1:100-XFA	mixture	actual	XDA-XFA	actual-3	actual-3_XDA-1:100-XFA_3
3	3	1:1000	XDA-1:1000-XFA	mixture	actual	XDA-XFA	actual-3	actual-3_XDA-1:1000-XFA_3
3	3	10:1	XDA-10:1-XFA	mixture	actual	XDA-XFA	actual-3	actual-3_XDA-10:1-XFA_3
3	3	100:1	XDA-100:1-XFA	mixture	actual	XDA-XFA	actual-3	actual-3_XDA-100:1-XFA_3
3	3	1000:1	XDA-1000:1-XFA	mixture	actual	XDA-XFA	actual-3	actual-3_XDA-1000:1-XFA_3
1	3	0:1	XDA-0:1-XFA	control	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-0:1-XFA_3
1	3	1:0	XDA-1:0-XFA	control	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-1:0-XFA_3
1	3	1:1	XDA-1:1-XFA	mixture	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-1:1-XFA_3
1	3	1:10	XDA-1:10-XFA	mixture	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-1:10-XFA_3
1	3	1:100	XDA-1:100-XFA	mixture	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-1:100-XFA_3
1	3	1:1000	XDA-1:1000-XFA	mixture	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-1:1000-XFA_3
1	3	10:1	XDA-10:1-XFA	mixture	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-10:1-XFA_3
1	3	100:1	XDA-100:1-XFA	mixture	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-100:1-XFA_3
1	3	1000:1	XDA-1000:1-XFA	mixture	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-1000:1-XFA_3
2	3	0:1	XDA-0:1-XFA	control	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-0:1-XFA_3
2	3	1:0	XDA-1:0-XFA	control	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-1:0-XFA_3
2	3	1:1	XDA-1:1-XFA	mixture	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-1:1-XFA_3
2	3	1:10	XDA-1:10-XFA	mixture	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-1:10-XFA_3
2	3	1:100	XDA-1:100-XFA	mixture	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-1:100-XFA_3
2	3	1:1000	XDA-1:1000-XFA	mixture	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-1:1000-XFA_3
2	3	10:1	XDA-10:1-XFA	mixture	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-10:1-XFA_3
2	3	100:1	XDA-100:1-XFA	mixture	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-100:1-XFA_3
2	3	1000:1	XDA-1000:1-XFA	mixture	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-1000:1-XFA_3
1	5	1:1	XDA-1:1-XFA	mixture	actual	XDA-XFA	actual-1	actual-1_XDA-1:1-XFA_5
1	5	1:10	XDA-1:10-XFA	mixture	actual	XDA-XFA	actual-1	actual-1_XDA-1:10-XFA_5
1	5	1:100	XDA-1:100-XFA	mixture	actual	XDA-XFA	actual-1	actual-1_XDA-1:100-XFA_5
1	5	1:1000	XDA-1:1000-XFA	mixture	actual	XDA-XFA	actual-1	actual-1_XDA-1:1000-XFA_5
1	5	10:1	XDA-10:1-XFA	mixture	actual	XDA-XFA	actual-1	actual-1_XDA-10:1-XFA_5
1	5	100:1	XDA-100:1-XFA	mixture	actual	XDA-XFA	actual-1	actual-1_XDA-100:1-XFA_5
1	5	1000:1	XDA-1000:1-XFA	mixture	actual	XDA-XFA	actual-1	actual-1_XDA-1000:1-XFA_5
2	5	1:1	XDA-1:1-XFA	mixture	actual	XDA-XFA	actual-2	actual-2_XDA-1:1-XFA_5
2	5	1:10	XDA-1:10-XFA	mixture	actual	XDA-XFA	actual-2	actual-2_XDA-1:10-XFA_5
2	5	1:100	XDA-1:100-XFA	mixture	actual	XDA-XFA	actual-2	actual-2_XDA-1:100-XFA_5
2	5	1:1000	XDA-1:1000-XFA	mixture	actual	XDA-XFA	actual-2	actual-2_XDA-1:1000-XFA_5
2	5	10:1	XDA-10:1-XFA	mixture	actual	XDA-XFA	actual-2	actual-2_XDA-10:1-XFA_5
2	5	100:1	XDA-100:1-XFA	mixture	actual	XDA-XFA	actual-2	actual-2_XDA-100:1-XFA_5
2	5	1000:1	XDA-1000:1-XFA	mixture	actual	XDA-XFA	actual-2	actual-2_XDA-1000:1-XFA_5
3	5	1:1	XDA-1:1-XFA	mixture	actual	XDA-XFA	actual-3	actual-3_XDA-1:1-XFA_5
3	5	1:10	XDA-1:10-XFA	mixture	actual	XDA-XFA	actual-3	actual-3_XDA-1:10-XFA_5
3	5	1:100	XDA-1:100-XFA	mixture	actual	XDA-XFA	actual-3	actual-3_XDA-1:100-XFA_5
3	5	1:1000	XDA-1:1000-XFA	mixture	actual	XDA-XFA	actual-3	actual-3_XDA-1:1000-XFA_5
3	5	10:1	XDA-10:1-XFA	mixture	actual	XDA-XFA	actual-3	actual-3_XDA-10:1-XFA_5
3	5	100:1	XDA-100:1-XFA	mixture	actual	XDA-XFA	actual-3	actual-3_XDA-100:1-XFA_5
3	5	1000:1	XDA-1000:1-XFA	mixture	actual	XDA-XFA	actual-3	actual-3_XDA-1000:1-XFA_5
1	5	0:1	XDA-0:1-XFA	control	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-0:1-XFA_5
1	5	1:0	XDA-1:0-XFA	control	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-1:0-XFA_5
1	5	1:1	XDA-1:1-XFA	mixture	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-1:1-XFA_5
1	5	1:10	XDA-1:10-XFA	mixture	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-1:10-XFA_5
1	5	1:100	XDA-1:100-XFA	mixture	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-1:100-XFA_5
1	5	1:1000	XDA-1:1000-XFA	mixture	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-1:1000-XFA_5
1	5	10:1	XDA-10:1-XFA	mixture	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-10:1-XFA_5
1	5	100:1	XDA-100:1-XFA	mixture	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-100:1-XFA_5
1	5	1000:1	XDA-1000:1-XFA	mixture	theoretical	XDA-XFA	theoretical-1	theoretical-1_XDA-1000:1-XFA_5
2	5	0:1	XDA-0:1-XFA	control	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-0:1-XFA_5
2	5	1:0	XDA-1:0-XFA	control	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-1:0-XFA_5
2	5	1:1	XDA-1:1-XFA	mixture	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-1:1-XFA_5
2	5	1:10	XDA-1:10-XFA	mixture	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-1:10-XFA_5
2	5	1:100	XDA-1:100-XFA	mixture	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-1:100-XFA_5
2	5	1:1000	XDA-1:1000-XFA	mixture	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-1:1000-XFA_5
2	5	10:1	XDA-10:1-XFA	mixture	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-10:1-XFA_5
2	5	100:1	XDA-100:1-XFA	mixture	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-100:1-XFA_5
2	5	1000:1	XDA-1000:1-XFA	mixture	theoretical	XDA-XFA	theoretical-2	theoretical-2_XDA-1000:1-XFA_5
1	3	1:1	XFA-1:1-XBA	mixture	actual	XFA-XBA	actual-1	actual-1_XFA-1:1-XBA_3
1	3	1:10	XFA-1:10-XBA	mixture	actual	XFA-XBA	actual-1	actual-1_XFA-1:10-XBA_3
1	3	1:100	XFA-1:100-XBA	mixture	actual	XFA-XBA	actual-1	actual-1_XFA-1:100-XBA_3
1	3	1:1000	XFA-1:1000-XBA	mixture	actual	XFA-XBA	actual-1	actual-1_XFA-1:1000-XBA_3
1	3	10:1	XFA-10:1-XBA	mixture	actual	XFA-XBA	actual-1	actual-1_XFA-10:1-XBA_3
1	3	100:1	XFA-100:1-XBA	mixture	actual	XFA-XBA	actual-1	actual-1_XFA-100:1-XBA_3
1	3	1000:1	XFA-1000:1-XBA	mixture	actual	XFA-XBA	actual-1	actual-1_XFA-1000:1-XBA_3
2	3	1:1	XFA-1:1-XBA	mixture	actual	XFA-XBA	actual-2	actual-2_XFA-1:1-XBA_3
2	3	1:10	XFA-1:10-XBA	mixture	actual	XFA-XBA	actual-2	actual-2_XFA-1:10-XBA_3
2	3	1:100	XFA-1:100-XBA	mixture	actual	XFA-XBA	actual-2	actual-2_XFA-1:100-XBA_3
2	3	1:1000	XFA-1:1000-XBA	mixture	actual	XFA-XBA	actual-2	actual-2_XFA-1:1000-XBA_3
2	3	10:1	XFA-10:1-XBA	mixture	actual	XFA-XBA	actual-2	actual-2_XFA-10:1-XBA_3
2	3	100:1	XFA-100:1-XBA	mixture	actual	XFA-XBA	actual-2	actual-2_XFA-100:1-XBA_3
2	3	1000:1	XFA-1000:1-XBA	mixture	actual	XFA-XBA	actual-2	actual-2_XFA-1000:1-XBA_3
3	3	1:1	XFA-1:1-XBA	mixture	actual	XFA-XBA	actual-3	actual-3_XFA-1:1-XBA_3
3	3	1:10	XFA-1:10-XBA	mixture	actual	XFA-XBA	actual-3	actual-3_XFA-1:10-XBA_3
3	3	1:100	XFA-1:100-XBA	mixture	actual	XFA-XBA	actual-3	actual-3_XFA-1:100-XBA_3
3	3	1:1000	XFA-1:1000-XBA	mixture	actual	XFA-XBA	actual-3	actual-3_XFA-1:1000-XBA_3
3	3	10:1	XFA-10:1-XBA	mixture	actual	XFA-XBA	actual-3	actual-3_XFA-10:1-XBA_3
3	3	100:1	XFA-100:1-XBA	mixture	actual	XFA-XBA	actual-3	actual-3_XFA-100:1-XBA_3
3	3	1000:1	XFA-1000:1-XBA	mixture	actual	XFA-XBA	actual-3	actual-3_XFA-1000:1-XBA_3
1	3	0:1	XFA-0:1-XBA	control	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-0:1-XBA_3
1	3	1:0	XFA-1:0-XBA	control	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-1:0-XBA_3
1	3	1:1	XFA-1:1-XBA	mixture	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-1:1-XBA_3
1	3	1:10	XFA-1:10-XBA	mixture	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-1:10-XBA_3
1	3	1:100	XFA-1:100-XBA	mixture	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-1:100-XBA_3
1	3	1:1000	XFA-1:1000-XBA	mixture	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-1:1000-XBA_3
1	3	10:1	XFA-10:1-XBA	mixture	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-10:1-XBA_3
1	3	100:1	XFA-100:1-XBA	mixture	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-100:1-XBA_3
1	3	1000:1	XFA-1000:1-XBA	mixture	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-1000:1-XBA_3
2	3	0:1	XFA-0:1-XBA	control	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-0:1-XBA_3
2	3	1:0	XFA-1:0-XBA	control	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-1:0-XBA_3
2	3	1:1	XFA-1:1-XBA	mixture	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-1:1-XBA_3
2	3	1:10	XFA-1:10-XBA	mixture	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-1:10-XBA_3
2	3	1:100	XFA-1:100-XBA	mixture	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-1:100-XBA_3
2	3	1:1000	XFA-1:1000-XBA	mixture	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-1:1000-XBA_3
2	3	10:1	XFA-10:1-XBA	mixture	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-10:1-XBA_3
2	3	100:1	XFA-100:1-XBA	mixture	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-100:1-XBA_3
2	3	1000:1	XFA-1000:1-XBA	mixture	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-1000:1-XBA_3
1	5	1:1	XFA-1:1-XBA	mixture	actual	XFA-XBA	actual-1	actual-1_XFA-1:1-XBA_5
1	5	1:10	XFA-1:10-XBA	mixture	actual	XFA-XBA	actual-1	actual-1_XFA-1:10-XBA_5
1	5	1:100	XFA-1:100-XBA	mixture	actual	XFA-XBA	actual-1	actual-1_XFA-1:100-XBA_5
1	5	1:1000	XFA-1:1000-XBA	mixture	actual	XFA-XBA	actual-1	actual-1_XFA-1:1000-XBA_5
1	5	10:1	XFA-10:1-XBA	mixture	actual	XFA-XBA	actual-1	actual-1_XFA-10:1-XBA_5
1	5	100:1	XFA-100:1-XBA	mixture	actual	XFA-XBA	actual-1	actual-1_XFA-100:1-XBA_5
1	5	1000:1	XFA-1000:1-XBA	mixture	actual	XFA-XBA	actual-1	actual-1_XFA-1000:1-XBA_5
2	5	1:1	XFA-1:1-XBA	mixture	actual	XFA-XBA	actual-2	actual-2_XFA-1:1-XBA_5
2	5	1:10	XFA-1:10-XBA	mixture	actual	XFA-XBA	actual-2	actual-2_XFA-1:10-XBA_5
2	5	1:100	XFA-1:100-XBA	mixture	actual	XFA-XBA	actual-2	actual-2_XFA-1:100-XBA_5
2	5	1:1000	XFA-1:1000-XBA	mixture	actual	XFA-XBA	actual-2	actual-2_XFA-1:1000-XBA_5
2	5	10:1	XFA-10:1-XBA	mixture	actual	XFA-XBA	actual-2	actual-2_XFA-10:1-XBA_5
2	5	100:1	XFA-100:1-XBA	mixture	actual	XFA-XBA	actual-2	actual-2_XFA-100:1-XBA_5
2	5	1000:1	XFA-1000:1-XBA	mixture	actual	XFA-XBA	actual-2	actual-2_XFA-1000:1-XBA_5
3	5	1:1	XFA-1:1-XBA	mixture	actual	XFA-XBA	actual-3	actual-3_XFA-1:1-XBA_5
3	5	1:10	XFA-1:10-XBA	mixture	actual	XFA-XBA	actual-3	actual-3_XFA-1:10-XBA_5
3	5	1:100	XFA-1:100-XBA	mixture	actual	XFA-XBA	actual-3	actual-3_XFA-1:100-XBA_5
3	5	1:1000	XFA-1:1000-XBA	mixture	actual	XFA-XBA	actual-3	actual-3_XFA-1:1000-XBA_5
3	5	10:1	XFA-10:1-XBA	mixture	actual	XFA-XBA	actual-3	actual-3_XFA-10:1-XBA_5
3	5	100:1	XFA-100:1-XBA	mixture	actual	XFA-XBA	actual-3	actual-3_XFA-100:1-XBA_5
3	5	1000:1	XFA-1000:1-XBA	mixture	actual	XFA-XBA	actual-3	actual-3_XFA-1000:1-XBA_5
1	5	0:1	XFA-0:1-XBA	control	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-0:1-XBA_5
1	5	1:0	XFA-1:0-XBA	control	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-1:0-XBA_5
1	5	1:1	XFA-1:1-XBA	mixture	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-1:1-XBA_5
1	5	1:10	XFA-1:10-XBA	mixture	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-1:10-XBA_5
1	5	1:100	XFA-1:100-XBA	mixture	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-1:100-XBA_5
1	5	1:1000	XFA-1:1000-XBA	mixture	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-1:1000-XBA_5
1	5	10:1	XFA-10:1-XBA	mixture	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-10:1-XBA_5
1	5	100:1	XFA-100:1-XBA	mixture	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-100:1-XBA_5
1	5	1000:1	XFA-1000:1-XBA	mixture	theoretical	XFA-XBA	theoretical-1	theoretical-1_XFA-1000:1-XBA_5
2	5	0:1	XFA-0:1-XBA	control	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-0:1-XBA_5
2	5	1:0	XFA-1:0-XBA	control	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-1:0-XBA_5
2	5	1:1	XFA-1:1-XBA	mixture	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-1:1-XBA_5
2	5	1:10	XFA-1:10-XBA	mixture	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-1:10-XBA_5
2	5	1:100	XFA-1:100-XBA	mixture	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-1:100-XBA_5
2	5	1:1000	XFA-1:1000-XBA	mixture	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-1:1000-XBA_5
2	5	10:1	XFA-10:1-XBA	mixture	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-10:1-XBA_5
2	5	100:1	XFA-100:1-XBA	mixture	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-100:1-XBA_5
2	5	1000:1	XFA-1000:1-XBA	mixture	theoretical	XFA-XBA	theoretical-2	theoretical-2_XFA-1000:1-XBA_5
