MSI	Alignment ID	Average Rt(min)	Average Mz	Metabolite name	INCHIKEY	Adduct type	Bacte0003_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_010945_KCHU015_QE2	Bacte0003_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010953_KCHU015_QE2	Bacte0003_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010943_KCHU015_QE2	Bacte0003_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_010967_KCHU015_QE2	Bacte0003_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_010969_KCHU015_QE2	Bacte0003_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010999_KCHU015_QE2	Bacte0126_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_010981_KCHU015_QE2	Bacte0126_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010955_KCHU015_QE2	Bacte0126_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_011005_KCHU015_QE2	Bacte0126_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_010965_KCHU015_QE2	Bacte0126_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_010913_KCHU015_QE2	Bacte0126_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010997_KCHU015_QE2	EnteC0002_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_010995_KCHU015_QE2	EnteC0002_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010927_KCHU015_QE2	EnteC0002_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010933_KCHU015_QE2	EnteC0002_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_010917_KCHU015_QE2	EnteC0002_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_010985_KCHU015_QE2	EnteC0002_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010919_KCHU015_QE2	EnteC0003_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_011013_KCHU015_QE2	EnteC0003_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010957_KCHU015_QE2	EnteC0003_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010959_KCHU015_QE2	EnteC0003_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_011009_KCHU015_QE2	EnteC0003_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_011017_KCHU015_QE2	EnteC0003_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_011023_KCHU015_QE2	Lachn0058_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_010983_KCHU015_QE2	Lachn0058_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010971_KCHU015_QE2	Lachn0058_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010935_KCHU015_QE2	Lachn0058_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_010961_KCHU015_QE2	Lachn0058_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_010905_KCHU015_QE2	Lachn0058_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010991_KCHU015_QE2	mBHI_HilicExtraction_F1_R1_T1_Untargeted_DDA_HILICshort_Pos_011021_KCHU015_QE2	mBHI_HilicExtraction_F1_R2_T1_Untargeted_DDA_HILICshort_Pos_011019_KCHU015_QE2	Strep0007_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_011015_KCHU015_QE2	Strep0007_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010987_KCHU015_QE2	Strep0007_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010973_KCHU015_QE2	Strep0007_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_010937_KCHU015_QE2	Strep0007_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_010907_KCHU015_QE2	Strep0007_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010901_KCHU015_QE2	Strep0017_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_010929_KCHU015_QE2	Strep0017_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010939_KCHU015_QE2	Strep0017_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_011011_KCHU015_QE2	Strep0017_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_010911_KCHU015_QE2	Strep0017_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_010921_KCHU015_QE2	Strep0017_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_011007_KCHU015_QE2	Tanne0007_HilicExtraction_F1_R1_T2_Untargeted_DDA_HILICshort_Pos_010915_KCHU015_QE2	Tanne0007_HilicExtraction_F1_R1_T4_Untargeted_DDA_HILICshort_Pos_010909_KCHU015_QE2	Tanne0007_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010989_KCHU015_QE2	Tanne0007_HilicExtraction_F1_R2_T2_Untargeted_DDA_HILICshort_Pos_010979_KCHU015_QE2	Tanne0007_HilicExtraction_F1_R2_T4_Untargeted_DDA_HILICshort_Pos_010947_KCHU015_QE2	Tanne0007_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010941_KCHU015_QE2	XFA_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010903_KCHU015_QE2	XFA_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010963_KCHU015_QE2	XFB_HilicExtraction_F1_R1_T48_Untargeted_DDA_HILICshort_Pos_010993_KCHU015_QE2	XFB_HilicExtraction_F1_R2_T48_Untargeted_DDA_HILICshort_Pos_010931_KCHU015_QE2	BK_Pos_1_010897_KCHU015_QE2	BK_Pos_2_010923_KCHU015_QE2	BK_Pos_3_010949_KCHU015_QE2	BK_Pos_4_010975_KCHU015_QE2	BK_Pos_5_011001_KCHU015_QE2	BK_Pos_6_011025_KCHU015_QE2	QC_Pos_1_010899_KCHU015_QE2	QC_Pos_2_010925_KCHU015_QE2	QC_Pos_3_010951_KCHU015_QE2	QC_Pos_4_010977_KCHU015_QE2	QC_Pos_5_011003_KCHU015_QE2	QC_Pos_6_011027_KCHU015_QE2
	8644	2.002	688.93073	Unknown	null	[M+H]+	254463	452749	527160	201742	399710	286069	286455	161471	492228	81858	127623	368672	424684	142885	598875	183983	153562	185094	496194	312358	267265	158891	215188	256630	133813	186548	576661	329582	444540	654438	263038	676977	146450	86600	603714	0	376685	448890	140711	194881	448460	329471	151981	368856	344855	278141	591290	412853	472474	126650	147060	409782	135844	172157	7401	13120	12842	11315	0	0	266870	458401	288383	251909	254893	164792
	2371	2.254	240.17012	Unknown	null	[M+H]+	1065336	1062982	1276982	1055861	867958	1105278	862356	929328	1168430	971712	877688	1018711	1090876	966362	1106255	981217	956398	870160	1166308	933724	1013299	1128262	959292	1050166	954177	966616	1127034	974944	1032657	1162950	1114581	1347464	923560	939557	1041094	975159	1070504	1205314	1020262	1009312	1179664	837383	948360	1157004	1132103	1050761	1440923	1029874	1045862	1292177	718037	656744	619403	617543	0	0	7288	0	10893	76890	960732	1013144	882159	1036963	1035898	939592
	737	0.592	141.10199	Unknown	null	[M+H]+	607262	608352	598016	602848	599134	616668	540057	628835	586108	509168	561689	447075	599142	646167	852300	672387	680873	749940	585201	623700	630930	686680	711026	720861	602130	598239	575056	679078	655692	592928	402340	479698	580772	547870	562748	649643	672223	585766	656892	566853	585848	620315	587771	569425	702534	582757	714235	702717	606755	637377	3336437	3179138	3207560	2352682	7235	33643	44978	37187	24144	72846	1970926	1567098	2035346	1565532	1822945	1294628
	1284	2.138	175.14389	Unknown	null	[M+H]+	265613	249665	1448957	192903	234012	1469144	282857	210591	1125598	193684	243242	1089750	223789	258502	416372	213088	268024	382041	256370	225983	292273	210994	244998	219615	239342	243163	296680	246496	203252	300733	285709	225270	293354	239399	313793	248706	208235	365307	235164	299940	325161	225477	193619	291076	227740	200393	842724	233299	239155	847960	0	90276	123945	94149	0	11774	10003	19913	21216	33966	335507	336219	338040	278015	351993	370193
	8308	3.128	632.20758	Unknown	null	[M+H]+	93581	63188	149840	107441	75252	132262	126731	75269	129924	136550	89280	87995	73695	99130	158518	127797	93663	111769	114812	54568	98606	71673	113221	106569	47352	87149	113590	102184	74225	95232	102875	87724	80007	42999	109452	119026	83048	61923	107662	114100	81485	99054	103214	99749	113510	83811	131101	71632	98958	96611	26844	87681	14514	16064	0	0	10422	0	0	0	12760	77119	114129	105593	54156	90294
	1377	1.626	181.13326	Unknown	null	[M+H]+	1992055	1967584	2527190	1992763	2156881	2382198	1898416	1847178	2238898	1734279	1840076	2341225	1937178	2024202	2381872	1859634	1942799	2268420	1087201	1841962	2171388	1882529	1837823	2136447	1874872	1895933	2516510	2082052	2077790	2570391	2371416	2584633	1866492	1853860	2198453	1831227	2173926	2165170	1866196	1899715	2179864	1918169	1802188	2234187	1954688	1971078	2486745	2075376	1904211	2161985	2420928	2650092	2353996	2398330	5897	33526	24005	19694	31156	59648	2054439	1974292	2062424	1981376	1993389	2084940
	8835	3.083	726.02423	Unknown	null	[M+H]+	72920	65823	126261	64101	69119	86616	121426	162801	107078	108769	53718	88607	72934	86038	0	89060	129107	0	138839	94245	115799	126192	102976	96253	50207	59056	78632	107053	102880	85704	56750	118890	113509	53852	111933	82207	115258	66360	85233	108368	133717	43392	90602	90367	86667	66637	48064	51208	150354	31270	21089	0	71032	59245	0	10641	0	0	0	0	104011	91607	65704	68451	52832	80087
	1166	2.589	169.98572	Unknown	null	[M+H]+	460461	522607	788371	563136	527144	678223	434730	535052	694315	439232	505081	669517	580600	607171	575360	555488	508126	471907	480581	492301	590164	515262	465720	535586	555854	579522	641426	549957	503350	743329	491306	598977	551404	569925	565687	548001	507624	666658	502809	479514	560560	545999	506482	673661	498636	446005	646964	551486	521169	643537	0	0	0	0	12085	6350	7024	0	16020	9977	532415	580536	529517	583077	561361	409021
	128	0.771	86.05992	Unknown	null	[M+H]+	22785708	23116922	21331828	22008564	22368982	19637586	20299808	22036024	20129362	20144472	21718746	19143186	20615854	23370860	26176950	24546130	20072352	23104260	21578004	21917000	21917742	21317472	21326330	21857672	21244948	20953052	25786026	22619946	25121472	23253858	23242366	25767254	20184788	20636432	20989328	22689210	25373310	26046402	23187650	22695806	23425866	24779284	23049438	22218686	25579208	22075074	22567564	21140086	22125320	23327458	26885072	24418070	20244318	24049210	186728	308780	318987	288488	328112	320452	26443808	23319696	22304570	21061798	21533288	20745384
	3481	2.281	297.12656	Unknown	null	[M+H]+	3361044	3528328	858691	34909	33265	827722	310828	36359	328845	46757	34163	214280	100664	2011204	290656	3426744	28752	304390	189854	3087936	142078	3134265	37348	25013	148137	3087521	0	3348745	46035	0	41216	4114956	218865	747942	0	3006195	40078	42836	188756	2473993	147341	27534	2708342	150109	278251	372312	257224	3402140	3505884	274975	91501	91668	298714	208425	0	51499	75950	0	80860	59523	113479	30996	77121	91682	87250	1965187
	4197	2.849	333.1915	Unknown	null	[M+H]+	2256654	2721395	267685	2775128	2500779	285369	2535276	2699238	330544	2658344	2588144	374206	2704394	2397425	1141154	2744876	2489506	1281354	2698507	2620152	1832396	2680542	2567442	1470840	2580496	2636988	2456873	2907807	2743781	2619513	2869286	2916078	2738810	2719191	1106348	2639428	2916142	1014299	2653970	2467210	1630414	2576420	2655467	1527441	2909427	2759740	1002366	2841652	2749093	1079668	119926	96131	1203811	1075322	0	52271	65057	34886	0	37562	1773851	2162834	2102983	2383630	2308561	2015103
	7786	1.995	574.22198	Unknown	null	[M+H]+	691513	270625	804450	251658	587006	245558	674668	741343	548960	282790	337568	513945	584309	212658	281515	732895	169314	448046	497069	726128	302671	637250	172634	515654	297565	263417	907691	429238	844494	853258	695439	526795	272927	212582	486954	280792	624384	505525	723664	457117	633239	131223	824161	591635	421201	352409	668963	389735	632354	388611	320635	386294	189620	541185	12174	8788	23156	0	14896	0	166745	718508	529148	235509	480903	355306
	6522	0.408	466.35178	Unknown	null	[M+H]+	115300	208565	0	80400	0	119075	0	0	90431	0	0	0	0	0	176412	0	0	225654	193459	168936	0	94892	0	97809	84198	0	73892	0	0	0	513299	547865	0	0	190144	0	0	104966	0	0	0	0	0	100776	0	152513	76285	78299	0	0	177462	179222	0	183684	0	0	35605	0	0	0	0	0	0	121208	80590	0
	3853	0.469	315.91962	Unknown	null	[M+H]+	0	0	276989	0	0	134494	65317	0	252767	0	0	254606	0	0	55044	0	28321	39901	0	0	0	0	0	0	0	39987	0	0	0	0	0	0	0	0	0	0	0	0	0	35294	0	0	38418	0	0	0	267897	0	32345	381361	231885	205276	147466	299554	0	24774	0	0	0	0	618747	465975	447653	353544	358005	375771
	1609	1.27	195.14906	Unknown	null	[M+H]+	16952222	16896238	21439912	17025652	18490756	20328348	16989972	17766070	20468866	16112294	17345936	19969858	17882278	17196888	20997330	17188600	16446537	19139058	17291388	17365460	17966780	17803740	16128329	17883656	17393638	17302388	22156866	18086772	18696620	21916282	20645662	24552522	16350103	16597224	18326274	16989400	18478886	18745132	17374240	18127862	19116744	17424670	17054920	19818292	17863886	17150828	21007194	16803242	17553956	20041578	16720434	17944786	12533107	12892491	276414	248038	269871	268764	274664	254399	16730496	16601136	16273195	16681217	16054463	16238453
	2348	2.695	239.10223	Unknown	null	[M+H]+	4889152	5144630	546523	4978882	5622964	606469	4548126	5308209	693798	4970334	4708904	560567	4884629	4767905	4329546	5485451	4693592	4317938	4903803	5471260	4687953	5085456	4841462	4588863	4982423	5199146	1096446	5401622	5441744	783096	5421060	6169837	4481931	3587808	166143	5202039	3867936	151073	5065052	5041787	2078400	5181646	4955770	2845440	5841470	4852034	1607546	5205622	5045087	1746228	2006663	408020	617743	640430	63782	58336	76113	66009	74084	61657	3509759	3556486	3764383	3295538	3648104	3567266
	1873	1.777	210.13445	Unknown	null	[M+H]+	305094	247592	0	238220	196840	78582	249828	165151	134179	167989	233374	101618	172796	105386	0	63291	79642	0	244073	169278	920817	306726	306926	772365	124216	76330	77936	347614	292853	65746	158844	184837	184416	186201	858536	307495	324329	933930	224724	336558	809081	365284	230617	867887	350214	152794	212665	128087	62709	206652	79905	87982	136346	54402	34044	0	0	10712	15777	0	0	119662	124029	0	101253	205462
	7627	1.934	559.15625	Unknown	null	[M+H]+	338640	0	92658	137393	332257	0	303569	235602	0	90878	0	190928	0	112125	0	0	0	267765	0	118201	210671	76313	120986	78794	0	0	367250	0	199205	121626	71616	161670	0	0	167386	0	163224	0	137894	163428	236384	75328	135028	181708	356994	0	288657	81285	98029	0	324640	329514	151257	265126	0	9488	14284	0	0	0	142203	244748	79132	103358	78939	54878
	7707	1.987	567.93018	Unknown	null	[M+H]+	318038	205504	468184	578108	572973	208913	385530	437673	681763	528049	0	404807	439380	161235	397732	463648	106813	290384	279303	497167	378528	203513	286972	458370	464020	131246	357359	270178	460690	647543	188824	685181	108018	176396	508666	382453	317194	212509	334360	351245	401423	389324	548142	326916	495805	317115	570644	260968	348166	381552	230625	303376	127708	1248803	9517	12935	15114	11891	13936	17332	472105	386463	187594	486760	401434	511912
	4042	0.564	325.1998	Unknown	null	[M+H]+	244604	121946	292304	210741	180593	230699	28521	239588	251990	88396	197614	268880	233296	63155	234252	242575	30952	236755	114237	90849	114600	216502	42782	217362	197271	85102	244051	266495	36837	159791	218973	269997	174435	177616	193172	153136	156220	249909	248305	151279	205755	166386	159072	211763	161361	239894	201022	142985	103229	252514	379620	369869	15205	369650	7326	0	0	0	0	17187	217152	241938	74804	194177	0	189667
	1300	2.458	176.13922	Unknown	null	[M+H]+	1658678	1809297	2857911	1416052	1435892	2921772	1869014	1576896	2321194	2018586	2004939	2475594	2209046	1364614	1578692	2067943	1717058	2089431	1577813	1646407	1858278	1927063	1839617	2244898	1929798	1655731	1381896	1778692	1615720	1375049	1575868	1668822	1863376	1798244	1906286	2071597	1854575	1591886	1709750	1978938	1611836	1512857	1781844	1631778	1482936	1616329	3146167	1839882	1680937	2777857	981163	1382520	648708	618856	17460	41348	42605	25401	44604	31390	2514910	1869499	2236994	2129501	2253864	2077400
	7794	1.996	574.508	Unknown	null	[M+H]+	680520	495109	578440	388983	261912	253075	536968	372572	578900	180319	307072	356340	424106	163061	532788	0	0	162802	163541	683638	267600	407729	456736	629094	287462	106694	921808	537986	446769	721776	598271	448619	198599	298726	565790	184313	451549	408626	351375	582523	527268	151536	608478	661779	288047	157017	490842	458561	499921	665693	186928	946584	165747	342729	6472	0	15156	10464	17113	11412	227929	247742	193784	374555	596156	133609
	762	0.994	142.15881	Unknown	null	[M+H]+	1941626	2255330	2168684	1943527	1728794	2323451	1993987	1899361	2148006	2062753	1897137	1942848	1965796	1955442	1518521	2069985	1864969	2060569	1719838	2137528	2032632	1985937	1966168	1811606	2179972	2070260	2081260	1971474	2249777	1929396	1784363	1800756	2182728	1927939	1818811	2210016	1843124	1554529	1868072	1745655	1604306	2247734	1646214	1660541	1500561	2247264	1891101	1799365	2121378	2295196	2050043	1906654	2123066	2308308	33560	35098	30438	13991	13373	22159	1899942	1833113	1777911	1939504	1929323	1801466
	79	0.625	79.02122	Unknown	null	[M+H]+	137215	146194	531023	65174	217618	571097	103258	175212	110271	150853	126632	180210	74610	79171	885233	87464	118134	744507	92151	166858	630104	48435	99038	495183	86893	128386	1047716	99173	195388	951795	580516	626957	118140	195794	587116	73226	201726	566441	95265	128070	571382	46399	206395	613348	134957	155997	960876	33818	159570	707675	128311	0	27470	0	9365	0	17996	0	20546	19056	83035	49344	98587	0	57366	93812
	3129	3.059	279.67694	Unknown	null	[M+H]+	1365811	1433668	95027	1171034	1331709	122703	1347594	1153327	51104	1259581	1088436	72374	1057674	1256098	1755471	1290283	1111808	1318630	1104630	1217838	1091424	1211807	1284603	1187927	1235063	1325907	1484648	1350431	1241837	1266331	1198419	1314392	1197202	1178547	1396182	1423767	1319852	1321310	1292435	1293411	1279693	1331045	1349693	1447888	1140870	1261429	456440	1228947	1216819	276804	167406	89010	296585	223889	0	27634	22112	28524	0	33640	988914	914608	1141816	1150453	977997	1029935
	6653	3.097	475.32346	Unknown	null	[M+H]+	308977	327103	0	313774	311386	49142	332686	289878	60400	353258	313332	51950	313586	311881	483271	345436	322618	428838	295814	320114	324149	301142	305611	313308	321583	327703	397789	364194	307261	338000	333956	397335	323081	283992	343060	326232	361670	331033	303670	296192	338015	337508	289046	318469	300027	321956	112630	313600	334135	23255	13162	30986	314131	350048	0	11968	0	0	10366	8472	290966	265645	289291	246839	264278	260755
	3238	1.032	285.01639	Unknown	null	[M+H]+	1852635	1933044	761889	2074033	2140752	1024812	1553075	1846773	1149322	1860295	2158189	171235	2114226	2159844	2147741	2036621	1992001	1912074	2272256	1917556	2026363	1902188	1637276	1899978	1964565	1983247	1746622	2375632	1892860	1584092	1648192	1295244	1801408	2198121	1742209	1887650	2295556	2230238	2222368	2139446	1638981	2189720	2119084	2198544	2463471	1962849	462448	2108084	2064973	520989	3517329	3559182	3083070	3597753	0	52563	33861	61987	40067	40802	2472709	2592527	2094986	1937436	2006067	1452939
	929	1.248	153.06573	Unknown	null	[M+H]+	2966243	3102460	3879564	2929848	3229479	3451766	2780439	2838798	3467555	2803231	2912854	3605180	3005184	3152726	3940823	3067045	3102245	3489470	2824334	2928881	3317599	3043862	3038332	3199701	2953123	2892818	4128080	2844556	3107563	3970902	3324668	3787017	2652435	3070416	3379153	2892420	3319288	3733033	3007312	2912996	3720156	3016848	2884662	3406999	3113102	3024292	3482354	2808630	2950421	3598968	3206314	3414521	2798549	2981912	138349	48985	33842	15478	15004	11080	3052062	3111805	2883566	3198574	3006383	2911174
	811	2.074	145.09703	Unknown	null	[M+H]+	31812	82669	0	52985	46039	20308	34970	39069	50531	54518	0	63260	58516	0	0	48327	37923	0	47247	45158	19078	46818	58803	57066	45161	41299	0	0	28017	86670	39253	55988	33988	35233	39404	27164	0	41187	0	30066	119250	22609	0	50043	21848	20624	34356	50681	0	62771	6308895	6340553	7540892	7344890	36223	59635	53287	94230	108917	127157	360342	377179	359037	318208	496748	409846
	3020	0.91	274.11829	Unknown	null	[M+H]+	923588	917874	1194160	907215	879340	1079352	944731	1077730	1103042	868065	811226	1083697	921919	861518	1027727	1065984	882181	1095104	1100740	901582	1138904	856782	955132	1046880	881434	864299	997286	903664	953182	1218121	1093250	1423697	917216	906656	889694	890778	979938	1091717	843779	760827	966594	1039861	885943	1096403	890420	951410	1216422	847525	850994	876563	1164959	1186089	942189	830523	70546	19766	0	0	0	0	1009185	859619	821406	1012898	991801	910121
	114	3.001	84.0807	Unknown	null	[M+H]+	78872448	79142376	114551768	81692480	84653976	128543816	78416336	87912040	118588016	79169400	76359080	136649392	81209672	78134288	93997352	74138336	80202048	79573056	82373496	79565000	88800656	86930888	87923016	85058768	84401128	82994256	90762672	81188848	72787704	94926200	86919456	98355872	74349768	86576216	90342024	80672384	76771144	79647384	88138016	76253056	85555472	77587352	77617752	87204752	83199344	76726856	118781968	84847136	79948632	114882488	1697940	1903423	27169044	25214612	150025	1480472	1696534	1456439	2101386	1783380	72417120	81696688	83198768	82168088	81100504	90180008
	547	0.693	128.10677	Unknown	null	[M+H]+	780051	696298	887651	736241	733991	854000	806209	746582	785868	708299	870230	849288	793844	922446	958258	809470	690710	940355	659378	835339	1179021	729220	768590	988892	684255	716374	947416	745912	881691	741555	774259	928829	747672	681979	798457	747754	957264	959661	790323	836572	834790	927016	790083	910327	783103	731930	1055775	686903	772130	1135695	13717157	13229929	3654480	3314536	175368	150900	142493	131903	146204	122547	1907787	1905374	1520121	1713844	1592693	1698714
	242	2.61	100.07555	Unknown	null	[M+H]+	1123399	889524	1151491	2265688	2021314	1973766	1281679	1076742	1131535	3160495	1031881	1294449	2148898	1085408	2407364	1054560	1159146	931881	1162196	881554	924245	1037751	946379	815148	1203126	1947805	1592624	854663	2859232	1153206	754393	966635	1138571	1058964	1726780	1430313	1573510	840170	951521	1214267	1275401	1278099	1034867	1204920	1231865	1370605	888570	1404815	1048695	860413	153488096	161989328	106837104	106889656	1015570	1503366	1304204	2172863	2741097	1506580	10225495	9456172	10468109	10625762	10894805	10349448
	1695	0.77	200.23701	Unknown	null	[M+H]+	10177537	11408104	10808686	10292192	9974292	13062913	10413913	9712088	11483476	10947126	9967935	10514640	9578229	11462302	10822293	10553853	11651438	11785518	9144224	11562896	13071150	10354261	11616379	11583201	12478220	12580732	10829281	10025918	11681953	10752774	10232502	10794690	11653393	12857122	11511575	12107003	11009791	11304952	10528030	10113975	10462153	10997143	9747435	10981318	8599032	11440148	11009459	9191299	10997752	12562864	9645454	8789578	10011850	11068425	113451	128334	131861	147181	153041	150671	10266932	10254517	10297346	10146918	11030027	10107146
	3389	3.03	292.13208	Unknown	null	[M+H]+	1652968	1715837	2402675	1457435	1683212	2084266	1506540	1622574	2200990	1566344	1508002	2191443	1496577	1602788	1483890	1639925	1505440	1245081	1476937	1410022	1607770	1536986	1602625	1339522	1632384	1536562	1625732	1486571	1901917	1559376	1726983	1743844	1564524	1591048	1211556	1550911	1953234	1992224	1621839	1683956	1381267	1570968	1652004	1482402	1771500	1635726	1969988	1551156	1647788	2140762	4680066	3921191	2274730	2459268	0	68927	74644	67870	64929	18368	2664824	1674376	1571113	1684216	1738411	1738533
	4292	2.94	338.18176	Unknown	null	[M+H]+	3942356	4186696	377143	3966646	4043762	331356	4212912	4268637	600066	4073866	4420767	531083	4064068	3624680	1070568	4041380	3511170	995060	3841676	3995990	251307	4108023	3742567	250130	3721741	4145405	2876299	4083508	4669386	2821870	4201028	4425569	4115919	3761328	627771	4178575	4447115	676447	3657632	3747758	1290899	4206842	3253108	1632482	4574892	4067196	1038154	3939382	4053746	1171412	98789	66840	380303	438056	0	93970	95938	18176	9788	75530	2932007	2891669	2747900	2725110	2680717	2644096
	7864	3.132	582.2981	Unknown	null	[M+H]+	218912	226022	65895	220906	205611	92069	202087	230397	11734	233157	188422	12431	211772	225483	219986	222570	182300	234560	168510	169782	237974	179655	177954	190449	183111	183807	188621	228105	171212	266218	195445	216668	184397	183733	215676	176851	235387	232678	227573	185604	178461	170250	211479	199167	220638	211699	0	216031	214794	0	0	0	188639	175100	0	0	0	0	8685	7982	217170	160524	115923	218804	185285	182371
	8023	2.004	599.80963	Unknown	null	[M+H]+	388778	413504	1057669	226752	506953	102406	341788	310473	530329	213926	319919	583542	316675	510379	361867	163019	142147	707454	471483	297985	352593	246734	241290	343256	235956	148050	870570	347883	465653	875260	448807	489476	198252	203449	328121	200155	270322	321994	260934	128080	184204	186728	401440	578905	520130	255270	751141	103703	347542	238851	329054	338236	962961	533248	0	17608	19570	16955	12046	0	182371	338258	147074	422367	327367	327155
	8615	1.992	681.92889	Unknown	null	[M+2H]2+	272458	192378	789821	411778	335686	131197	270598	523284	412185	165492	256162	392337	289229	155722	214861	113926	0	352506	353009	279856	222760	97340	474229	619421	118972	119901	956380	439493	415668	561392	464633	351384	163399	387784	456677	128498	518744	492090	249073	97671	663899	98079	248920	203680	266865	233936	491540	319340	353485	474688	320814	495291	590075	298055	0	20446	13728	12988	0	12654	93992	477823	363107	316904	400832	189730
	1727	0.454	202.14351	Unknown	null	[M+H]+	532137	408868	738696	372957	415670	723663	550972	305729	594599	515004	418806	620719	113622	541623	661483	598540	419660	697812	377510	368958	314333	509265	482386	492669	441825	357402	898854	511887	556795	807866	342034	303990	322940	270307	464249	346508	534629	501019	414146	489104	577926	467902	461810	395023	550587	411436	512505	546411	431328	542132	7460206	8152313	1109844	1095403	105622	37010	90342	112352	88469	74688	1036879	888154	770907	801273	1072262	837758
	3544	0.428	300.28906	Unknown	null	[M+H]+	649883	721840	348159	539605	586785	202433	663765	373058	89755	530027	667796	169531	438418	624861	624352	700882	432862	390751	508432	538335	353647	627772	429034	315492	473248	407006	490350	660508	605740	546638	1428567	1810052	537341	212908	649204	524758	703230	658643	588247	509393	607997	550829	619252	476031	687954	472418	270858	689046	455265	120961	343670	355065	152898	345637	13512	0	0	0	42616	56026	506806	538925	520941	539578	511406	348201
	6949	1.839	497.40558	Unknown	null	[M+H]+	805222	832019	1071104	1049218	790702	1005074	1001621	951110	1013153	805549	1054856	1117549	910996	995182	789676	940962	1072818	1094131	1186838	941083	1046454	872583	1024884	1203177	929782	1048189	1184834	1002276	1041219	943441	1059514	809884	1042921	1071020	1098579	885416	1010176	1108132	896911	1033944	1162890	891333	1083872	1093371	1007212	1083125	929647	903107	711937	1045135	0	0	835690	855822	64043	0	0	0	0	10492	962687	1018161	1082379	932500	1006042	1023747
	6376	1.085	456.40399	Unknown	null	[M+H]+	129569	85858	51769	88496	71431	0	66571	78579	0	88266	118443	0	55112	0	0	56223	38142	0	36746	40658	0	0	82144	35383	63984	49954	0	70982	44835	0	207090	182291	86709	75474	0	46344	37555	40380	118911	41846	47923	116579	76679	36898	77428	108436	0	124505	83358	44445	93574	48043	0	40184	0	12826	0	0	0	0	29146	38840	38929	0	41492	0
